ticker,text,length,industry_group,labels
IIIN,"insteel industries, inc., together with its subsidiaries, manufactures and markets steel wire reinforcing products for concrete construction applications. the company offers prestressed concrete strand (pc strand) and welded wire reinforcement (wwr) products. its pc strand is a seven-wire strand that is used to impart compression forces into precast concrete elements and structures providing reinforcement for bridges, parking decks, buildings, and other concrete structures. the company's wwr engineered reinforcing product is used in nonresidential and residential construction. it produces a range of wwr products, such as engineered structural mesh, an engineered made-to-order product that is used as the primary reinforcement for concrete elements or structures serving as a reinforcing solution for hot-rolled rebar; concrete pipe reinforcement, an engineered made-to-order product, which is used as the primary reinforcement in concrete pipe, box culverts, and precast manholes for drainage and sewage systems, water treatment facilities, and other related applications; and standard welded wire reinforcement, a secondary reinforcing product for crack control applications in residential and light nonresidential construction, including driveways, sidewalks, and various slab-on-grade applications. the company sells its products through sales representatives to the manufacturers of concrete products, rebar fabricators, distributors, and contractors primarily in the united states, canada, mexico, and central and south america. insteel industries, inc. was founded in 1953 and is headquartered in mount airy, north carolina.",218,Capital Goods,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
IIIV,"i3 verticals, inc. provides integrated payment and software solutions to small- and medium-sized businesses and organizations in education, non-profit, public sector, and healthcare markets in the united states. it operates in two segments, merchant services, and proprietary software and payments. the company offers payment processing services that enables clients to accept electronic payments, facilitating the exchange of funds and transaction data between clients, financial institutions, and payment networks. the company also licenses software; and provides ongoing support, and other point of sale-related solutions. it offers its solutions to clients through direct sales force; distribution partners, including independent software vendors, value-added resellers, and independent sales organizations; and referral partners, such as financial institutions, trade associations, chambers of commerce, and card issuers. the company was founded in 2012 and is headquartered in nashville, tennessee.",132,Software & Services,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
IIN,none,1,Health Care Equipment & Services,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
IIPR,"innovative industrial properties, inc. is a self-advised maryland corporation focused on the acquisition, ownership and management of specialized properties leased to experienced, state-licensed operators for their regulated medical-use cannabis facilities. innovative industrial properties, inc. has elected to be taxed as a real estate investment trust, commencing with the year ended december 31, 2017.",53,Real Estate,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
IIVI,none,1,Technology Hardware & Equipment,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
ILMN,"illumina, inc. provides sequencing and array-based solutions for genetic and genomic analysis. its products and services serve customers in a range of markets enabling the adoption of genomic solutions in research and clinical settings for applications in the life sciences, oncology, reproductive health, agriculture, and other emerging segments. the company provides instruments and consumables used in genetic analysis; and genotyping and sequencing services, instrument service contracts, and development and licensing agreements, as well as cancer detection testing services. its customers include genomic research centers, academic institutions, government laboratories, and hospitals, as well as pharmaceutical, biotechnology, commercial molecular diagnostic laboratories, and consumer genomics companies. the company markets and distributes its products directly to customers in north america, europe, latin america, and the asia-pacific region, as well as sells through life-science distributors in various markets within europe, the asia-pacific region, latin america, the middle east, and africa. the company was incorporated in 1998 and is based in san diego, california.",158,"Pharmaceuticals, Biotechnology & Life Sciences",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
ILPT,"ilpt is a real estate investment trust, or reit, that owns and leases industrial and logistics properties throughout the united states. ilpt is managed by the operating subsidiary of the rmr group inc. (nasdaq: rmr), an alternative asset management company that is headquartered in newton, ma.",46,Real Estate,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
IMAX,"imax corporation, together with its subsidiaries, operates as an entertainment technology company worldwide. it offers cinematic solution through proprietary software, theater architecture, intellectual property, and specialized equipment. the company offers imax digital re-mastering (dmr), a proprietary technology that digitally enhances the image resolution, visual clarity, and sound quality of motion picture films for projection on imax screens; imax theater systems to exhibitor customers through sales, leases, and joint revenue sharing arrangements; and digital projection systems. it also provides preventative and emergency maintenance services to imax network; distributes large-format documentary films; film post-production and quality control services for large-format films, and digital post-production services; owns and operates imax theaters; and rents 2d and 3d large-format film and digital cameras, as well as offers production advice and technical assistance services to documentary and hollywood filmmakers. the company markets its theater systems through a direct sales force and marketing staff to science and natural history museums, zoos, aquaria, and other educational and cultural centers, as well as theme parks, private home theaters, tourist destination sites, fairs, and expositions. it owns or otherwise has rights to trademarks and trade names, which include imax, imax dome, imax 3d, imax 3d dome, experience it in imax, the imax experience, an imax experience, an imax 3d experience, imax dmr, dmr, imax enhanced, imax nxos, and films to the fullest. as of december 31, 2021, the company had a network of 1,683 imax theater systems comprising 1,599 commercial multiplexes, 12 commercial destinations, and 72 institutional facilities operating in 87 countries and territories. imax corporation was founded in 1967 and is headquartered in mississauga, canada.",266,Media & Entertainment,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
IMGN,"immunogen, inc., a clinical-stage biotechnology company, develops antibody-drug conjugate (adc) therapies to treat cancer. the company's product candidates include mirvetuximab soravtansine, an adc targeting folate-receptor alpha (fra), which is in phase iii clinical trial for the treatment of platinum-resistant ovarian cancer; and pivekimab sunirine, a cd123-targeting adc that is in phase ii clinical trial for treating acute myeloid leukemia and blastic plasmacytoid dendritic cell neoplasm. its preclinical programs include imgc936, an adc in co-development with macrogenics, inc.; and imgn151, an anti fra product candidate. the company has collaborations with roche; amgen/oxford biotherapeutics; bayer healthcare ag; eli lilly and company; novartis institutes for biomedical research, inc.; cytomx therapeutics, inc.; fusion pharmaceuticals inc.; debiopharm international sa; and macrogenics, inc. immunogen, inc. was founded in 1980 and is headquartered in waltham, massachusetts.",129,"Pharmaceuticals, Biotechnology & Life Sciences",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
IMKTA,"ingles markets, incorporated operates a chain of supermarkets in the southeast united states. it offers food products, including grocery, meat and dairy products, produce, frozen foods, and other perishables; and non-food products, which include fuel centers, pharmacies, health and beauty care products, and general merchandise, as well as private label items. the company also owns and operates a milk processing and packaging plant that supplies organic milk, fruit juices, and bottled water products to other retailers, food service distributors, and grocery warehouses. in addition, it provides home meal replacement items, delicatessens, bakeries, floral departments, and greeting cards, as well as broad selections of local organic, beverage, and health-related items. as of september 25, 2021, the company operated 189 supermarkets under the brand name ingles, and nine supermarkets under the brand name sav-mor in western north carolina, western south carolina, northern georgia, eastern tennessee, southwestern virginia, and northeastern alabama, as well as 111 pharmacies and 107 fuel stations. ingles markets, incorporated was founded in 1963 and is headquartered in asheville, north carolina.",171,Food & Staples Retailing,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
IMMR,"immersion corporation, together with its subsidiaries, invents, scales, and licenses haptic technologies that allow people to use their sense of touch to engage with and experience various digital products in north america, europe, and asia. the company provides technology, patent, and combined licenses. it also provides software development kits (sdks) comprising tools, integration software, and effect libraries that allow for the design, encoding, and playback of tactile effects in content. in addition, the company offers reference designs and reference technology, engineering and integration services, and software and firmware services. the company offers its products to mobile communications, wearables, and consumer electronics; gaming and virtual reality (vr); automotive; and other markets. immersion corporation was incorporated in 1993 and is headquartered in aventura, florida.",122,Technology Hardware & Equipment,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
IMMU,none,1,"Pharmaceuticals, Biotechnology & Life Sciences",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
IMXI,"international money express, inc., through its subsidiary, operates as a money remittance services company in the united states, latin america, mexico, africa, central and south america, and the caribbean. the company offers remittance services, which include a suite of ancillary financial processing solutions and payment services; and online payment options, pre-paid debit cards, and direct deposit payroll cards. it provides services through sending and paying agents and company-operated stores, as well as through online and internet-enabled mobile devices. international money express, inc. is headquartered in miami, florida.",87,Software & Services,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
INBK,"first internet bancorp operates as the bank holding company for first internet bank of indiana that provides commercial and retail banking products and services to individuals and commercial customers in the united states. the company accepts non-interest bearing and interest-bearing demand deposit, savings, money market, and brokered deposit accounts, as well as certificates of deposit. it also offers commercial and industrial, owner-occupied and investor commercial real estate, construction, residential mortgage, home equity and improvement, small installment, term, and other consumer loans, as well as single tenant lease financing, and public and healthcare finance; franchise finance; and small business lending. in addition, the company is involved in the purchase, manage, service, and safekeeping of municipal securities; and provision of municipal finance lending and leasing products to government entities. in addition, it offers corporate credit card and treasury management services. the company provides its services through its firstib.com website. first internet bancorp was founded in 1999 and is headquartered in fishers, indiana.",160,Banks,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
INCY,"incyte corporation, a biopharmaceutical company, focuses on the discovery, development, and commercialization of proprietary therapeutics in the united states and internationally. the company offers jakafi, a drug for the treatment of myelofibrosis and polycythemia vera; pemazyre, a fibroblast growth factor receptor kinase inhibitor that act as oncogenic drivers in various liquid and solid tumor types; and iclusig, a kinase inhibitor to treat chronic myeloid leukemia and philadelphia-chromosome positive acute lymphoblastic leukemia. its clinical stage products include ruxolitinib, a steroid-refractory chronic graft-versus-host-diseases (gvhd); itacitinib, which is in phase ii/iii clinical trial to treat naïve chronic gvhd; and pemigatinib for treating bladder cancer, cholangiocarcinoma, myeloproliferative syndrome, and tumor agnostic. in addition, the company engages in developing parsaclisib, which is in phase ii clinical trial for follicular lymphoma, marginal zone lymphoma, and mantel cell lymphoma. additionally, it develops retifanlimab that is in phase ii clinical trials for msi-high endometrial cancer, merkel cell carcinoma, and anal cancer, as well as in phase ii clinical trials for patients with non-small cell lung cancer. it has collaboration agreements with novartis international pharmaceutical ltd.; eli lilly and company; agenus inc.; calithera biosciences, inc; macrogenics, inc.; merus n.v.; syros pharmaceuticals, inc.; innovent biologics, inc.; zai lab limited; cellenkos, inc.; and nimble therapeutics, as well as clinical collaborations with morphosys ag and xencor, inc. to investigate the combination of tafasitamab, plamotamab, and lenalidomide in patients with relapsed or refractory diffuse large b-cell lymphoma, and relapsed or refractory follicular lymphoma. the company was incorporated in 1991 and is headquartered in wilmington, delaware.",252,"Pharmaceuticals, Biotechnology & Life Sciences",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
INDB,"independent bank corp. operates as the bank holding company for rockland trust company that provides commercial banking products and services to individuals and small-to-medium sized businesses primarily in massachusetts. the company accepts interest checking, money market, and savings accounts, as well as demand deposits and time certificates of deposit. it also offers commercial and industrial, commercial real estate and construction, small business, consumer real estate, and personal loans. in addition, the company provides investment management and trust services to individuals, institutions, small businesses, and charitable institutions; internet and mobile banking services, as well as estate settlement, financial planning, tax services, and other services; automated teller machine and debit cards; and mutual fund and unit investment trust shares, general securities, fixed and variable annuities, and life insurance products. as of december 31, 2021, it operates one hundred nineteen retail branches, two limited-service retail branches, and one mobile branch located within barnstable, bristol, dukes, essex, middlesex, nantucket, norfolk, plymouth, suffolk, and worcester counties in eastern massachusetts. the company was founded in 1907 and is headquartered in rockland, massachusetts.",176,Banks,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
INFN,"infinera corporation provides optical transport networking equipment, software, and services worldwide. the company's product portfolio includes infinera groove series for modular and sled-based platforms to support a various transport network applications; infinera 7300 series, an sdn-ready coherent optical transport system; infinera flexils open optical line system that connects various infinera and third-party terminal equipment platforms over long-distance fiber optic cable providing switching, multiplexing, amplification, and management channels; and infinera 7090 and 7100 series for transport platforms. it also offers infinera xtm series, a packet-optical transport platform that enables metro connectivity solutions; infinera xtc series, a multi-terabit packet optical transport platforms that integrates digital otn switching and optical wdm transmission; infinera mtera series, a network transport solution; and infinera xt series, a platform that is designed to power cloud scale network services over metro, dci, long-haul, and subsea networks. the company provides infinera cloud xpress family that is designed to meet the needs of internet content providers (icps), communication service providers, internet exchange service providers, enterprises, and other large-scale data center operators; and ice-xr coherent pluggable optics. it also offers infinera transcend software suite; and system software and customer support services. the company also serves telecommunications service providers, icps, cable providers, wholesale carriers, research and education institutions, large enterprises, and government entities. it markets and sells its products and related support services primarily through its direct sales force. the company was formerly known as zepton networks. the company was incorporated in 2000 and is headquartered in san jose, california.",248,Technology Hardware & Equipment,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
INFO,none,1,Commercial & Professional Services,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
INGN,"inogen, inc., a medical technology company, develops, manufactures, and markets portable oxygen concentrators to patients, physicians and other clinicians, and third-party payors in the united states and internationally. its oxygen concentrators are used to deliver supplemental long-term oxygen therapy to patients suffering from chronic respiratory conditions. the company offers inogen one, a portable device that concentrate the air around the patient to provide a single source of supplemental oxygen; inogen at home stationary oxygen concentrators; inogen tidal assist ventilators, as well as related accessories. the company also rents its products directly to patients. inogen, inc. was incorporated in 2001 and is headquartered in goleta, california.",105,Health Care Equipment & Services,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
INGR,"ingredion incorporated, together with its subsidiaries, produces and sells starches and sweeteners for various industries. it operates through four segments: north america; south america; asia-pacific; and europe, middle east and africa. the company offers sweetener products comprising glucose syrups, high maltose syrups, high fructose corn syrups, caramel colors, dextrose, polyols, maltodextrins, and glucose syrup solids, as well as food-grade and industrial starches, biomaterials, and nutrition ingredients. it also provides edible corn oil; refined corn oil to packers of cooking oil and to producers of margarine, salad dressings, shortening, mayonnaise, and other foods; and corn gluten feed used as protein feed for chickens, pet food, and aquaculture, as well as fruit and vegetable products, such as concentrates, purees and essences, pulse proteins, and hydrocolloids systems and blends. the company's products are derived primarily from processing corn and other starch-based materials, such as tapioca, potato, and rice. it serves food, beverage, brewing, and animal nutrition industries. the company was formerly known as corn products international, inc. and changed its name to ingredion incorporated in june 2012. ingredion incorporated was founded in 1906 and is headquartered in westchester, illinois.",186,"Food, Beverage & Tobacco",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
INN,"summit hotel properties, inc. is a publicly traded real estate investment trust focused on owning premium-branded hotels with efficient operating models primarily in the upscale segment of the lodging industry. as of november 3, 2020, the company's portfolio consisted of 72 hotels, 67 of which are wholly owned, with a total of 11,288 guestrooms located in 23 states.",58,Real Estate,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
INO,"inovio pharmaceuticals, inc., a biotechnology company, focuses on the discovery, development, and commercialization of dna medicines to treat and protect people from diseases associated with human papillomavirus (hpv), cancer, and infectious diseases. its dna medicines platform uses precisely designed syncon that identify and optimize the dna sequence of the target antigen, as well as cellectra smart devices technology that facilitates delivery of the dna plasmids. the company engages in conducting and planning clinical studies of its dna medicines for hpv-associated precancers, including cervical, vulvar, and anal dysplasia; hpv-associated cancers, such as head and neck, cervical, anal, penile, vulvar, and vaginal; other hpv-associated disorders, including recurrent respiratory papillomatosis; glioblastoma multiforme; prostate cancer; hiv; ebola; middle east respiratory syndrome (mers); and lassa fever. its partners and collaborators include apollobio corp., astrazeneca, beijing advaccine biotechnology co., ltd., the bill & melinda gates foundation, coalition for epidemic preparedness innovations (cepi), defense advanced research projects agency (darpa), department of defense (dod), hiv vaccines trial network, international vaccine institute, kaneka eurogentec, medical cbrn defense consortium (mcdc), national cancer institute, national institutes of health, national institute of allergy and infectious diseases, ology bioservices, the parker institute for cancer immunotherapy, plumbline life sciences, regeneron pharmaceuticals, thermo fisher scientific, university of pennsylvania, walter reed army institute of research, and the wistar institute. the company has an agreement with richter-helm biologics gmbh & co. kg to support investigational dna vaccine ino-4800 for covid-19; and a partnership with international vaccine institute and seoul national university hospital. the company was founded in 1979 and is headquartered in plymouth meeting, pennsylvania.",258,"Pharmaceuticals, Biotechnology & Life Sciences",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
INOV,none,1,Health Care Equipment & Services,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
INS,none,1,Software & Services,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
INSE,"inspired entertainment, inc., a business-to-business gaming technology company, supplies content, platform, and other products and services to regulated lottery, betting, and gaming operators worldwide. the company operates through four segments: gaming, virtual sports, interactive, and leisure. the gaming segment supplies gaming terminals and software to betting offices, casinos, gaming halls, and high street adult gaming centers; a portfolio of games through its digital terminals under the centurion and super hot fruits names; and traditional casino games, such as roulette, blackjack, and number games. the virtual sports segment designs, develops, markets, and distributes ultra-high-definition sports games that include greyhounds, tennis, motor racing, cycling, cricket, speedway, golf, and dart, and other horse racing games under the v-play soccer, v-play football, v-play basketball, virtual grand national, and v-play nfla names. the interactive segment provides a range of premium random number generated casino content from feature-rich bonus games to european-style casino free spins and table games. the leisure segment supplies gaming terminals and amusement machines in pubs, bingo halls, and adult gaming centers, as well as family entertainment centers, bowling centers, and other entertainment venues. inspired entertainment, inc. is headquartered in new york, new york.",191,Consumer Services,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
INSG,"inseego corp. engages in the design and development of fixed and mobile wireless solutions, industrial internet of things (iiot), and cloud solutions for large enterprise verticals, service providers, small and medium-sized businesses, governments, and consumers worldwide. the company provides wireless 4g and 5g hardware products, including private lte/5g networks, first responders network authority/firstnet, sd-wan, telematics, remote monitoring and surveillance, and fixed wireless access and mobile broadband devices. its products include 4g and 5g fixed wireless routers and gateways, mobile hotspots, and wireless gateways and routers for iiot applications; and gb speed 4g lte hotspots and usb modems, integrated telematics, and mobile tracking hardware devices, which are supported by applications software and cloud services designed to enable customers to analyze data insights and configure/manage their hardware remotely. in addition, the company sells software-as-a-service (saas), software, and services solutions in various mobile and iiot vertical markets comprising fleet management, vehicle telematics, stolen vehicle recovery, asset tracking, monitoring, business connectivity, and subscription management. its saas delivery platforms include telematics, asset tracking, and management platforms which provide fleet, vehicle, aviation, asset, and other telematics applications; and inseego subscribe, a hosted saas platform that helps organizations in managing the selection, deployment, and spend of their customers wireless assets by helping them to save money on personnel and telecom expenses. inseego corp. was founded in 1996 and is based in san diego, california.",227,Technology Hardware & Equipment,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
INSM,"insmed incorporated, a biopharmaceutical company, develops and commercializes therapies for patients with serious and rare diseases. the company offers arikayce for the treatment of mycobacterium avium complex lung disease as part of a combination antibacterial drug regimen for adult patients. it is also developing brensocatib, an oral reversible inhibitor of dipeptidyl peptidase 1 for the treatment of patients with bronchiectasis and other neutrophil-mediated diseases; and treprostinil palmitil inhalation powder, an inhaled formulation of a treprostinil prodrug treprostinil palmitil for the treatment of pulmonary arterial hypertension and other rare pulmonary disorders. insmed incorporated was founded in 1988 and is headquartered in bridgewater, new jersey.",103,"Pharmaceuticals, Biotechnology & Life Sciences",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
INSP,"inspire medical systems, inc., a medical technology company, focuses on the development and commercialization of minimally invasive solutions for patients with obstructive sleep apnea (osa) in the united states and internationally. the company offers inspire system, a neurostimulation technology that provides a safe and effective treatment for moderate to severe osa. it also develops a novel, a closed-loop solution that continuously monitors a patient's breathing and delivers mild hypoglossal nerve stimulation to maintain an open airway. the company was incorporated in 2007 and is headquartered in golden valley, minnesota.",89,Health Care Equipment & Services,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
INSW,"international seaways, inc. owns and operates a fleet of oceangoing vessels for the transportation of crude oil and petroleum products in the international flag trade. it operates in two segments, crude tankers and product carriers. as of december 31, 2021, the company owned and operated a fleet of 83 vessels, which include 12 chartered-in vessels, as well as had ownership interests in two floating storage and offloading service vessels. it serves independent and state-owned oil companies, oil traders, refinery operators, and international government entities. the company was formerly known as osg international, inc. and changed its name to international seaways, inc. in october 2016. international seaways, inc. was incorporated in 1999 and is headquartered in new york, new york.",119,Energy,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
INT,"world fuel services corporation engages in the distribution of fuel and related products and services in the aviation, marine and land transportation industries worldwide. its aviation segment supplies fuel and related products and services to commercial airlines, second and third tier airlines, cargo carriers, regional and low-cost carriers, airports, fixed based operators, corporate fleets, fractional operators, private aircraft, the u.s., foreign governments, intergovernmental organizations, and military customers. this segment also offers fuel management, price risk management, ground handling, dispatch services and trip planning services, such as flight planning and scheduling, weather reports and overflight permits. its land segment offers fuel, heating oil, propane, natural gas, lubricants and related products and services to petroleum distributors and retail petroleum operators, as well as industrial, commercial, residential and government customers. this segment also offers management services for procuring fuel and price risk management; advisory and fulfillment solutions related to power, natural gas and other energy products; consulting, renewable fuel products, carbon management and renewable energy solutions and card payment solutions; and transaction management and commercial payment programs. its marine segment markets fuel, lubricants and related products and services to international container and tanker fleets, commercial cruise lines, yachts and time charter operators, offshore rig owners and operators, the u.s., foreign governments, and other fuel suppliers. its marine fuel-related services include management services to procure fuel, cost control, quality control, and claims management services. this segment also engages in the fueling of vessels, transportation and delivery of fuel and fuel-related products. world fuel services corporation was incorporated in 1984 and is headquartered in miami, florida.",261,Energy,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
INTC,"intel corporation engages in the design, manufacture, and sale of computer products and technologies worldwide. the company operates through ccg, dcg, iotg, mobileye, nsg, psg, and all other segments. it offers platform products, such as central processing units and chipsets, and system-on-chip and multichip packages; and non-platform or adjacent products, including accelerators, boards and systems, connectivity products, graphics, and memory and storage products. the company also provides high-performance compute solutions for targeted verticals and embedded applications for retail, industrial, and healthcare markets; and solutions for assisted and autonomous driving comprising compute platforms, computer vision and machine learning-based sensing, mapping and localization, driving policy, and active sensors. in addition, it offers workload-optimized platforms and related products for cloud service providers, enterprise and government, and communications service providers. the company serves original equipment manufacturers, original design manufacturers, and cloud service providers. intel corporation has a strategic partnership with mila to develop and apply advances in artificial intelligence methods for enhancing the search in the space of drugs. the company was incorporated in 1968 and is headquartered in santa clara, california.",178,Semiconductors & Semiconductor Equipment,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
INTL,none,1,Diversified Financials,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
INTU,"intuit inc. provides financial management and compliance products and services for consumers, small businesses, self-employed, and accounting professionals in the united states, canada, and internationally. the company operates in four segments: small business & self-employed, consumer, credit karma, and proconnect. the small business & self-employed segment provides quickbooks online services and desktop software solutions comprising quickbooks online advanced, a cloud-based solution; quickbooks enterprise, a hosted solution; quickbooks self-employed solution; quickbooks commerce, a solution for product-based businesses; quickbooks online accountant; and payroll solutions, such as online payroll processing, direct deposit of employee paychecks, payroll reports, electronic payment of federal and state payroll taxes, and electronic filing of federal and state income tax returns. this segment also offers payment-processing solutions, including credit and debit cards, apple pay, and ach payment services; quickbooks cash business bank account; and financial supplies and financing for small businesses. the consumer segment provides turbotax income tax preparation products and services; and personal finance. the credit karma segment offers consumers with a personal finance platform that provides personalized recommendations of home, auto, and personal loans, as well as credit cards and insurance products. the proconnect segment provides lacerte, proseries, and profile desktop tax-preparation software products; and proconnect tax online tax products, electronic tax filing service, and bank products and related services. it sells products and services through various sales and distribution channels, including multi-channel shop-and-buy experiences, websites and call centers, mobile application stores, and retail and other channels. the company was founded in 1983 and is headquartered in mountain view, california.",253,Software & Services,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
INVA,"innoviva, inc. engages in the development and commercialization of pharmaceuticals in the united states and internationally. its products include relvar/breo ellipta, a once-daily combination medicine consisting of a laba, vilanterol (vi), an inhaled corticosteroid (ics), and fluticasone furoate; anoro ellipta, a once-daily medicine combining a long-acting muscarinic antagonist (lama), umeclidinium bromide (umec), with a laba, and vi; and trelegy ellipta, a once-daily combination medicine consisting of an ics, lama, and laba. innoviva, inc. has a strategic partnership with sarissa capital management lp. the company has long-acting beta2 agonist (laba) collaboration agreement with glaxo group limited to develop and commercialize once-daily products for the treatment of chronic obstructive pulmonary disease and asthma. the company was formerly known as theravance, inc. and changed its name to innoviva, inc. in january 2016. innoviva, inc. was incorporated in 1996 and is headquartered in burlingame, california.",141,"Pharmaceuticals, Biotechnology & Life Sciences",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
INVH,"invitation homes is the nation's premier single-family home leasing company, meeting changing lifestyle demands by providing access to high-quality, updated homes with valued features such as close proximity to jobs and access to good schools. the company's mission, ""together with you, we make a house a home,"" reflects its commitment to providing homes where individuals and families can thrive and high-touch service that continuously enhances residents' living experiences.",68,Real Estate,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
INWK,none,1,Commercial & Professional Services,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
IONS,"ionis pharmaceuticals, inc. discovers and develops rna-targeted therapeutics in the united states. the company offers spinraza for spinal muscular atrophy (sma) in pediatric and adult patients; tegsedi, an injection for the treatment of polyneuropathy of hereditary transthyretin-mediated amyloidosis in adults; and waylivra, a treatment for familial chylomicronemia syndrome and familial partial lipodystrophy. it also develops medicines for various indications that are in phase 3 study, including eplontersen as a monthly self-administered subcutaneous injection to treat all types of ttr amyloidosis; olezarsen for patients with severe hypertriglyceridemia (shtg); donidalorsen for patients with hereditary angioedema; ion363 for patients with amyotrophic lateral sclerosis; pelacarsen for patients with established cardiovascular disease and elevated lipoprotein(a); and tofersen to inhibit the production of superoxide dismutase 1. in addition, the company develops medicines for metabolic diseases, infectious diseases, renal diseases, ophthalmic diseases, and cancer. it has a strategic collaboration with biogen inc.; and collaboration and license agreement with astrazeneca, bayer ag, glaxosmithkline plc, novartis ag, roche, janssen biotech, inc., and flamingo therapeutics, inc. ionis pharmaceuticals, inc. was founded in 1989 and is based in carlsbad, california.",179,"Pharmaceuticals, Biotechnology & Life Sciences",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
IOSP,"innospec inc. develops, manufactures, blends, markets, and supplies specialty chemicals in the united states, rest of north america, the united kingdom, rest of europe, and internationally. the company's fuel specialties segment offers a range of specialty chemical products that are used as additives in various fuels. this segment's products are used in the operation of automotive, marine, and aviation engines; power station generators; and heating oil. its performance chemicals segment provides technology-based solutions for its customers' processes or products that focuses on the personal care, home care, agrochemical, and metal extraction markets. the company's oilfield services segment develops and markets chemical solutions for fracturing, stimulation, and completion operations; and products for oil and gas production, as well as products to prevent loss of mud in drilling operations. it sells its products primarily to oil and gas exploration and production companies, oil refineries, fuel manufacturers and users, personal care and home care companies, formulators of agrochemical and metal extraction formulations, and other chemical and industrial companies. the company was formerly known as octel corp. and changed its name to innospec inc. in january 2006. innospec inc. was founded in 1938 and is headquartered in englewood, colorado.",195,Materials,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
IOTS,none,1,Semiconductors & Semiconductor Equipment,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
