ticker,text,original,preditions,predictions_score,hand_labeled
NVR,"nvr, inc. operates as a homebuilder in the united states. the company operates in two segments, homebuilding and mortgage banking. it engages in the construction and sale of single-family detached homes, townhomes, and condominium buildings under the ryan homes, nvhomes, and heartland homes names. the company markets its ryan homes products to first-time and first-time move-up buyers; and nvhomes and heartland homes products to move-up and luxury buyers. it also provides various mortgage related services to its homebuilding customers, as well as brokers title insurance; performs title searches in connection with mortgage loan closings; and sells mortgage loans to investors in the secondary markets on a servicing released basis. the company primarily serves in maryland, virginia, west virginia, delaware, new jersey, eastern pennsylvania, new york, ohio, western pennsylvania, indiana, illinois, north carolina, south carolina, florida, tennessee, and washington, d.c. nvr, inc. was founded in 1980 and is headquartered in reston, virginia.",['Consumer Durables & Apparel'],"['Consumer Durables & Apparel', 'Diversified Financials', 'Health Care Equipment & Services', 'Capital Goods', 'Semiconductors & Semiconductor Equipment']","[9.80942249e-01 4.87261117e-02 4.96634375e-03 2.76009017e-03
 1.51216445e-04]","['Consumer Durables & Apparel', 'Diversified Financials']"
NWL,"newell brands inc. designs, manufactures, sources, and distributes consumer and commercial products worldwide. it operates in five segments: commercial solutions, home appliances, home solutions, learning and development, and outdoor and recreation. the commercial solutions segment provides commercial cleaning and maintenance solutions; closet and garage organization products; hygiene systems and material handling solutions; and home and security, and smoke and carbon monoxide alarms products under the brk, first alert, mapa, quickie, rubbermaid, rubbermaid commercial products, and spontex brands. the home appliances segment offers kitchen appliances under the crock-pot, mr. coffee, oster, and sunbeam brands. the home solutions segment provides food and home storage; fresh preserving; vacuum sealing; and gourmet cookware, bakeware, cutlery, and home fragrance products under the ball, calphalon, chesapeake bay candle, foodsaver, rubbermaid, sistema, woodwick, and yankee candle brands. the learning and development segment offers writing instruments, including markers and highlighters, pens, and pencils; art products; activity-based adhesive and cutting products; labeling solutions; and baby gear and infant care products under the aprica, baby jogger, graco, nuk, tigex, dymo, elmer's, expo, graco, mr. sketch, nuk, paper mate, parker, prismacolor, sharpie, waterman, and x-acto brands. the outdoor and recreation segment provides outdoor and outdoor-related products under the campingaz, coleman, contigo, exofficio, and marmot brands. it serves warehouse clubs, department and drug/grocery stores, mass merchants, home centers, office superstores and supply stores, contract stationers, and distributors, e-commerce, sporting goods, specialty, and travel retailers. the company was formerly known as newell rubbermaid inc. and changed its name to newell brands inc. in april 2016. newell brands inc. was founded in 1903 and is based in atlanta, georgia.",['Consumer Durables & Apparel'],"['Consumer Durables & Apparel', 'Health Care Equipment & Services', 'Capital Goods', 'Household & Personal Products', 'Commercial & Professional Services']",[0.9988966  0.07067809 0.02023325 0.00468135 0.00104471],['Consumer Durables & Apparel']
PHM,"pultegroup, inc., through its subsidiaries, primarily engages in the homebuilding business in the united states. it acquires and develops land primarily for residential purposes; and constructs housing on such land. the company also offers various home designs, including single-family detached, townhomes, condominiums, and duplexes under the centex, pulte homes, del webb, divosta homes, american west, and john wieland homes and neighborhoods brand names. as of december 31, 2021, it controlled 228,296 lots, of which 109,078 were owned and 119,218 were under land option agreements. in addition, the company arranges financing through the origination of mortgage loans primarily for homebuyers; sells the servicing rights for the originated loans; and provides title insurance policies, and examination and closing services to homebuyers. pultegroup, inc. was formerly known as pulte homes, inc. and changed its name to pultegroup, inc. in march 2010. the company was founded in 1950 and is headquartered in atlanta, georgia.",['Consumer Durables & Apparel'],"['Consumer Durables & Apparel', 'Capital Goods', 'Health Care Equipment & Services', 'Materials', 'Commercial & Professional Services']","[9.98929679e-01 3.09709072e-01 9.79912584e-04 2.59609806e-04
 4.01006546e-05]",['Consumer Durables & Apparel']
PVH,"pvh corp. operates as an apparel company worldwide. the company operates through six segments: tommy hilfiger north america, tommy hilfiger international, calvin klein north america, calvin klein international, heritage brands wholesale, and heritage brands retail. it designs, markets, and retails men's, women's, and children's apparel and accessories, including branded dress shirts, neckwear, sportswear, jeans wear, performance apparel, intimate apparel, underwear, swimwear, swim-related products, handbags, accessories, footwear, outerwear, home furnishings, luggage products, sleepwear, loungewear, hats, scarves, gloves, socks, watches and jewelry, eyeglasses and non-ophthalmic sunglasses, fragrance, home bed and bath furnishings, small leather goods, and other products. the company offers its products under its own brands, such as tommy hilfiger, calvin klein, van heusen, izod, arrow, warner's, olga, geoffrey beene, and true&co., as well as various other owned, licensed, and private label brands. it also licenses its own brands over various products. the company distributes its products at wholesale in department, chain, and specialty stores, as well as through warehouse clubs, mass market, and off-price and independent retailers; and through company-operated full-price, outlet stores, and concession locations, as well as through digital commerce sites. it markets its products to approximately 40 countries. pvh corp. was founded in 1881 and is based in new york, new york.",['Consumer Durables & Apparel'],"['Consumer Durables & Apparel', 'Health Care Equipment & Services', 'Household & Personal Products', 'Capital Goods', 'Commercial & Professional Services']","[9.99962449e-01 3.38004786e-03 3.64738720e-04 2.45205068e-04
 3.27241687e-05]",['Consumer Durables & Apparel']
RL,"ralph lauren corporation designs, markets, and distributes lifestyle products in north america, europe, asia, and internationally. the company offers apparel, including a range of men's, women's, and children's clothing; footwear and accessories, which comprise casual shoes, dress shoes, boots, sneakers, sandals, eyewear, watches, fashion and fine jewelry, scarves, hats, gloves, and umbrellas, as well as leather goods, such as handbags, luggage, small leather goods, and belts; home products consisting of bed and bath lines, furniture, fabric and wallcoverings, lighting, tabletop, kitchen linens, floor coverings, and giftware; and fragrances. it sells apparel and accessories under the ralph lauren collection, ralph lauren purple label, polo ralph lauren, double rl, lauren ralph lauren, polo golf ralph lauren, ralph lauren golf, rlx ralph lauren, polo ralph lauren children, and chaps brands; women's fragrances under the ralph lauren collection, woman by ralph lauren, romance collection, and ralph collection brand names; and men's fragrances under the polo blue, ralph's club, safari, purple label, polo red, polo green, polo black, polo sport, and big pony men's brand names. the company's restaurant collection includes the polo bar in new york city; rl restaurant in chicago; ralph's in paris; the bar at ralph lauren located in milan; and ralph's coffee concept. it sells its products to department stores, specialty stores, and golf and pro shops, as well as directly to consumers through its retail stores, concession-based shop-within-shops, and its digital commerce sites. the company directly operates 504 retail stores and 684 concession-based shop-within-shops; and operates 175 ralph lauren stores, 329 factory stores, and 148 stores and shops through licensing partners. ralph lauren corporation was founded in 1967 and is headquartered in new york, new york.",['Consumer Durables & Apparel'],"['Consumer Durables & Apparel', 'Retailing', 'Health Care Equipment & Services', 'Household & Personal Products', 'Media & Entertainment']","[9.99677062e-01 7.36444443e-03 1.29990047e-04 1.05378211e-04
 1.86441184e-06]",['Consumer Durables & Apparel']
TPR,"tapestry, inc. provides luxury accessories and branded lifestyle products in the united states, japan, greater china, and internationally. the company operates in three segments: coach, kate spade, and stuart weitzman. it offers women's accessories, including handbags, such as wallets, money pieces, wristlets, and cosmetic cases; novelty accessories comprising address books, time management and travel accessories, sketchbooks, and portfolios; and key rings and charms. the company also provides bag collections, including business cases, computer bags, messenger-style bags, backpacks, and totes; small leather goods, such as wallets, card cases, travel organizers, and belts; and footwear, watches, fragrances, sunglasses, novelty accessories, and ready-to-wear for men. in addition, it offers women's footwear; sunglasses; bracelets, necklaces, rings, and earrings; fragrances and watches; women's seasonal lifestyle apparel collections, including outerwear and ready-to-wear, and cold weather accessories, which comprise gloves, scarves, and hats. further, the company provides footwear items; and housewares and home accessories for kids, such as fashion bedding and tableware; and stationery and gifts. additionally, it licenses rights to market and distribute its tech and soft accessories, jewelry, watches, eyewear, and fragrances under the coach brand; and tableware and housewares, fashion beddings, tech accessories, watches, sleepwear, eyewear, stationery and gifts, and fragrances under the kate spade brand. as of july 2, 2022, the company operated through a network of 945 coach stores, 398 kate spade stores, and 100 stuart weitzman stores. it sells its products through e-commerce sites and concession shop-in-shops, and wholesale customers, as well as through independent third-party distributors. the company was formerly known as coach, inc. and changed its name to tapestry, inc. in october 2017. tapestry, inc. was founded in 1941 and is headquartered in new york, new york.",['Consumer Durables & Apparel'],"['Consumer Durables & Apparel', 'Retailing', 'Health Care Equipment & Services', 'Media & Entertainment', 'Household & Personal Products']","[9.99973536e-01 3.02691333e-04 6.81387100e-05 1.91335062e-06
 1.49061270e-06]",['Consumer Durables & Apparel']
UA,"under armour, inc., together with its subsidiaries, engages in the developing, marketing, and distributing performance apparel, footwear, and accessories for men, women, and youth. the company offers its apparel in compression, fitted, and loose fit types. it also provides footwear products for running, training, basketball, cleated sports, recovery, and outdoor applications. in addition, the company offers accessories, which include gloves, bags, headwear, and sports masks; and digital subscription and advertising services under the mapmyrun and mapmyride platforms. it primarily offers its products under the under armour, ua, heatgear, coldgear, hovr, protect this house, i will, ua logo, armour fleece, and armour bra brands. the company sells its products through wholesale channels, including national and regional sporting goods chains, independent and specialty retailers, department store chains, mono-branded under armour retail stores, institutional athletic departments, and leagues and teams, as well as independent distributors; and directly to consumers through a network of 422 brand and factory house stores, as well as through e-commerce websites. it operates in the united states, canada, europe, the middle east, africa, the asia-pacific, and latin america. under armour, inc. was incorporated in 1996 and is headquartered in baltimore, maryland.",['Consumer Durables & Apparel'],"['Consumer Durables & Apparel', 'Health Care Equipment & Services', 'Retailing', 'Household & Personal Products', 'Media & Entertainment']","[9.99952674e-01 1.02991378e-03 1.07807085e-04 6.32676747e-05
 5.12167535e-05]",['Consumer Durables & Apparel']
UAA,"under armour, inc., together with its subsidiaries, engages in the developing, marketing, and distributing performance apparel, footwear, and accessories for men, women, and youth. the company offers its apparel in compression, fitted, and loose fit types. it also provides footwear products for running, training, basketball, cleated sports, recovery, and outdoor applications. in addition, the company offers accessories, which include gloves, bags, headwear, and sports masks; and digital subscription and advertising services under the mapmyrun and mapmyride platforms. it primarily offers its products under the under armour, ua, heatgear, coldgear, hovr, protect this house, i will, ua logo, armour fleece, and armour bra brands. the company sells its products through wholesale channels, including national and regional sporting goods chains, independent and specialty retailers, department store chains, mono-branded under armour retail stores, institutional athletic departments, and leagues and teams, as well as independent distributors; and directly to consumers through a network of 422 brand and factory house stores, as well as through e-commerce websites. it operates in the united states, canada, europe, the middle east, africa, the asia-pacific, and latin america. under armour, inc. was incorporated in 1996 and is headquartered in baltimore, maryland.",['Consumer Durables & Apparel'],"['Consumer Durables & Apparel', 'Health Care Equipment & Services', 'Retailing', 'Household & Personal Products', 'Media & Entertainment']","[9.99952674e-01 1.02991378e-03 1.07807085e-04 6.32676747e-05
 5.12167535e-05]",['Consumer Durables & Apparel']
VFC,"v.f. corporation, together with its subsidiaries, engages in the design, procurement, marketing, and distribution of branded lifestyle apparel, footwear, and related products for men, women, and children in the americas, europe, and the asia-pacific. it operates through three segments: outdoor, active, and work. the company offers outdoor, merino wool and other natural fibers-based, lifestyle, and casual apparel; footwear; equipment; accessories; outdoor-inspired, performance-based, youth culture/action sports-inspired, streetwear, and protective work footwear; handbags, luggage, backpacks, and totes; and work and work-inspired lifestyle apparel and footwear. it provides its products under the north face, timberland, smartwool, icebreaker, altra, vans, supreme, kipling, napapijri, eastpak, jansport, dickies, and timberland pro brand names. the company sells its products primarily to specialty stores, department stores, national chains, and mass merchants, as well as sells through direct-to-consumer operations, including retail stores, concession retail stores, and e-commerce sites, and other digital platforms. v.f. corporation was founded in 1899 and is headquartered in denver, colorado.",['Consumer Durables & Apparel'],"['Consumer Durables & Apparel', 'Health Care Equipment & Services', 'Retailing', 'Capital Goods', 'Household & Personal Products']","[9.99890924e-01 4.90167993e-04 4.29779378e-04 2.35493222e-04
 1.41487559e-04]",['Consumer Durables & Apparel']
WHR,"whirlpool corporation manufactures and markets home appliances and related products. it operates through four segments: north america; europe, middle east and africa; latin america; and asia. the company's principal products include refrigerators, freezers, ice makers, and refrigerator water filters; laundry appliances and related laundry accessories; cooking and other small domestic appliances; and dishwasher appliances and related accessories, as well as mixers. it markets and distributes its products primarily under the whirlpool, maytag, kitchenaid, jennair, amana, roper, affresh, gladiator, swash, everydrop, speed queen, hotpoint, bauknecht, indesit, ignis, privileg, consul, eslabon de lujo, brastemp, acros, ariston, diqua, and royalstar brands. the company sells its products to retailers, distributors, dealers, builders, and other manufacturers, as well as directly to consumers. whirlpool corporation was founded in 1911 and is headquartered in benton harbor, michigan.",['Consumer Durables & Apparel'],"['Consumer Durables & Apparel', 'Capital Goods', 'Materials', 'Health Care Equipment & Services', 'Commercial & Professional Services']","[8.93069863e-01 5.63227296e-01 1.57914162e-02 4.39906633e-03
 6.84447179e-04]",['Consumer Durables & Apparel']
CCL,"carnival corporation & plc operates as a leisure travel company. its ships visit approximately 700 ports under the carnival cruise line, princess cruises, holland america line, p&o cruises (australia), seabourn, costa cruises, aida cruises, p&o cruises (uk), and cunard brand names. the company also provides port destinations and other services, as well as owns and owns and operates hotels, lodges, glass-domed railcars, and motor coaches. it sells its cruises primarily through travel agents, tour operators, vacation planners, and websites. the company operates in the united states, canada, continental europe, the united kingdom, australia, new zealand, asia, and internationally. it operates 87 ships with 223,000 lower berths. carnival corporation & plc was founded in 1972 and is headquartered in miami, florida.",['Consumer Services'],"['Consumer Services', 'Commercial & Professional Services', 'Capital Goods', 'Consumer Durables & Apparel', 'Retailing']",[0.38524505 0.30464956 0.02951149 0.00836868 0.00436098],['Consumer Services']
CMG,"chipotle mexican grill, inc., together with its subsidiaries, owns and operates chipotle mexican grill restaurants. as of february 15, 2022, it owned and operated approximately 3,000 restaurants in the united states, canada, the united kingdom, france, germany, and rest of europe. the company was founded in 1993 and is headquartered in newport beach, california.",['Consumer Services'],"['Consumer Services', 'Commercial & Professional Services', 'Food, Beverage & Tobacco', 'Capital Goods', 'Health Care Equipment & Services']",[0.30428442 0.043419   0.04271312 0.03964523 0.00584528],['Consumer Services']
DPZ,"domino's pizza, inc., through its subsidiaries, operates as a pizza company in the united states and internationally. it operates through three segments: u.s. stores, international franchise, and supply chain. the company offers pizzas under the domino's brand name through company-owned and franchised stores. it also provides oven-baked sandwiches, pasta, boneless chicken and chicken wings, bread and dips side items, desserts, and soft drink products. as of january 2, 2022, the company operated approximately 18,800 stores in 90 markets. domino's pizza, inc. was founded in 1960 and is based in ann arbor, michigan.",['Consumer Services'],"['Consumer Services', 'Food, Beverage & Tobacco', 'Capital Goods', 'Commercial & Professional Services', 'Retailing']",[0.11430838 0.03608346 0.01717507 0.01248827 0.00548579],['Consumer Services']
DRI,"darden restaurants, inc., through its subsidiaries, owns and operates full-service restaurants in the united states and canada. as of may 29, 2022, it owned and operated 1,867 restaurants, which included 884 under the olive garden brand, 546 under the longhorn steakhouse brand name, 172 under the cheddar's scratch kitchen brand, 85 under the yard house brand name, 62 under the capital grille brand, 45 under the seasons 52 brand name, 42 under the bahama breeze brand, 28 under the eddie v's prime seafood brand name, and 3 under the capital burger brand; and franchised 60 restaurants comprising 35 under the olive garden brand, 18 under the longhorn steakhouse brand name, 4 under the cheddar's scratch kitchen brand, 2 under the capital grille brand name, and 1 under the bahama breeze brand.darden restaurants, inc. was founded in 1968 and is based in orlando, florida.",['Consumer Services'],"['Consumer Services', 'Retailing', 'Food & Staples Retailing', 'Commercial & Professional Services', 'Health Care Equipment & Services']","[9.46781814e-01 2.80069679e-01 2.89121439e-04 4.37370800e-05
 3.23259701e-05]",['Consumer Services']
HLT,"hilton worldwide holdings inc., a hospitality company, owns, leases, manages, develops, and franchises hotels and resorts. it operates through two segments, management and franchise, and ownership. the company engages in the hotel management and licensing of its brands. it operates hotels under the waldorf astoria hotels & resorts, lxr hotels & resorts, conrad hotels & resorts, canopy by hilton, tempo by hilton, motto by hilton, signia by hilton, hilton hotels & resorts, curio collection by hilton, doubletree by hilton, tapestry collection by hilton, embassy suites by hilton, hilton garden inn, hampton by hilton, tru by hilton, homewood suites by hilton, home2 suites by hilton, and hilton grand vacations. the company operates in north america, south america, and central america, including various caribbean nations; europe, the middle east, and africa; and the asia pacific. as of february 16, 2022, the company had approximately 6,800 properties with 1 million rooms in 122 countries and territories. hilton worldwide holdings inc. was founded in 1919 and is headquartered in mclean, virginia.",['Consumer Services'],"['Consumer Services', 'Consumer Durables & Apparel', 'Retailing', 'Health Care Equipment & Services', 'Capital Goods']",[0.44153848 0.13879026 0.05687265 0.01566235 0.01200888],['Consumer Services']
LVS,"las vegas sands corp., together with its subsidiaries, develops, owns, and operates integrated resorts in asia and the united states. it owns and operates the venetian macao resort hotel, the londoner macao, the parisian macao, the plaza macao and four seasons hotel macao, cotai strip, and the sands macao in macao, the people's republic of china; and marina bay sands in singapore. the company also owns and operates the venetian resort hotel casino on the las vegas strip; and the sands expo and convention center in las vegas, nevada. its integrated resorts feature accommodations, gaming, entertainment and retail malls, convention and exhibition facilities, celebrity chef restaurants, and other amenities. las vegas sands corp. was founded in 1988 and is based in las vegas, nevada.",['Consumer Services'],"['Retailing', 'Consumer Durables & Apparel', 'Health Care Equipment & Services', 'Media & Entertainment', 'Consumer Services']",[0.32401127 0.20039472 0.05208823 0.0368274  0.01323383],['Consumer Services']
MAR,"marriott international, inc. operates, franchises, and licenses hotel, residential, and timeshare properties worldwide. the company operates through u.s. and canada, and international segments. it operates its properties under the jw marriott, the ritz-carlton, ritz-carlton reserve, w hotels, the luxury collection, st. regis, edition, bulgari, marriott hotels, sheraton, delta hotels, marriott executive apartments, marriott vacation club, westin, renaissance, le méridien, autograph collection, gaylord hotels, tribute portfolio, design hotels, courtyard, residence inn, fairfield by marriott, springhill suites, four points, towneplace suites, aloft, ac hotels by marriott, protea hotels, element, and moxy brand names. as of february 15, 2022, it operated approximately 7,989 properties under 30 hotel brands in 139 countries and territories. marriott international, inc. was founded in 1927 and is headquartered in bethesda, maryland.",['Consumer Services'],"['Consumer Services', 'Retailing', 'Media & Entertainment', 'Commercial & Professional Services', 'Real Estate']","[9.88409877e-01 6.82021379e-02 2.67392141e-03 7.59875868e-04
 3.87442153e-04]",['Consumer Services']
MCD,"mcdonald's corporation operates and franchises mcdonald's restaurants in the united states and internationally. its restaurants offer hamburgers and cheeseburgers, chicken sandwiches and nuggets, wraps, fries, salads, oatmeal, shakes, desserts, sundaes, soft serve cones, bakery items, soft drinks, coffee, and beverages and other beverages, as well as breakfast menu, including biscuit and bagel sandwiches, breakfast burritos, hotcakes, and other sandwiches. as of december 31, 2021, the company operated 40,031 restaurants. mcdonald's corporation was founded in 1940 and is headquartered in chicago, illinois.",['Consumer Services'],"['Consumer Services', 'Health Care Equipment & Services', 'Food, Beverage & Tobacco', 'Commercial & Professional Services', 'Capital Goods']",[0.25635377 0.08718228 0.04947326 0.00648795 0.00353215],['Consumer Services']
MGM,"mgm resorts international, through its subsidiaries, owns and operates casino, hotel, and entertainment resorts in the united states and macau. the company operates through three segments: las vegas strip resorts, regional operations, and mgm china. its casino resorts offer gaming, hotel, convention, dining, entertainment, retail, and other resort amenities. the company's casino operations include slots and table games, as well as online sports betting and igaming through betmgm. as of february 17, 2021, its portfolio consisted of 29 hotel and destination gaming offerings. the company also owns and operates las vegas strip resorts and fallen oak golf course. its customers include premium gaming customers; leisure and wholesale travel customers; business travelers; and group customers, including conventions, trade associations, and small meetings. the company was formerly known as mgm mirage and changed its name to mgm resorts international in june 2010. mgm resorts international was incorporated in 1986 and is based in las vegas, nevada.",['Consumer Services'],"['Consumer Services', 'Retailing', 'Media & Entertainment', 'Health Care Equipment & Services', 'Commercial & Professional Services']","[9.59944546e-01 6.02308989e-01 3.04347533e-03 3.95015435e-04
 1.59786476e-04]",['Consumer Services']
NCLH,"norwegian cruise line holdings ltd., together with its subsidiaries, operates as a cruise company in north america, europe, the asia-pacific, and internationally. the company operates the norwegian cruise line, oceania cruises, and regent seven seas cruises brands. it offers itineraries ranging from three days to a 180-days calling on various locations, including destinations in scandinavia, russia, the mediterranean, the greek isles, alaska, canada and new england, hawaii, asia, tahiti and the south pacific, australia and new zealand, africa, india, south america, the panama canal, and the caribbean. as of december 31, 2021, the company had 28 ships with approximately 59,150 berths. it distributes its products through retail/travel advisor and onboard cruise sales channels, as well as meetings, incentives, and charters. norwegian cruise line holdings ltd. was founded in 1966 and is based in miami, florida.",['Consumer Services'],"['Consumer Durables & Apparel', 'Consumer Services', 'Retailing', 'Capital Goods', 'Health Care Equipment & Services']",[0.28366327 0.02423689 0.02113767 0.01356065 0.008224  ],['Consumer Services']
RCL,"royal caribbean cruises ltd. operates as a cruise company worldwide. the company operates cruises under the royal caribbean international, celebrity cruises, azamara, and silversea cruises brands, which comprise a range of itineraries that call on approximately 1,000 destinations. as of february 25, 2022, it operated 61 ships. the company was founded in 1968 and is headquartered in miami, florida.",['Consumer Services'],"['Consumer Services', 'Retailing', 'Consumer Durables & Apparel', 'Health Care Equipment & Services', 'Commercial & Professional Services']",[0.15425086 0.11814997 0.02610714 0.00100319 0.00083238],['Consumer Services']
SBUX,"starbucks corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of specialty coffee worldwide. the company operates through three segments: north america, international, and channel development. its stores offer coffee and tea beverages, roasted whole beans and ground coffees, single serve products, and ready-to-drink beverages; and various food products, such as pastries, breakfast sandwiches, and lunch items. the company also licenses its trademarks through licensed stores, and grocery and foodservice accounts. the company offers its products under the starbucks, teavana, seattle's best coffee, evolution fresh, ethos, starbucks reserve, and princi brands. as of october 3, 2021, it operated 16,826 company-operated and licensed stores in north america; and 17,007 company-operated and licensed stores internationally. the company was founded in 1971 and is based in seattle, washington.",['Consumer Services'],"['Food, Beverage & Tobacco', 'Food & Staples Retailing', 'Commercial & Professional Services', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Capital Goods']","[7.58793354e-01 2.79558115e-02 1.14006931e-02 5.04623051e-04
 4.01306374e-04]","['Consumer Services', 'Food, Beverage & Tobacco']"
WYNN,"wynn resorts, limited designs, develops, and operates integrated resorts. its wynn palace segment operates 424,000 square feet of casino space with 323 table games, 1,035 slot machines, private gaming salons, and sky casinos; a luxury hotel tower with 1,706 guest rooms, suites, and villas, including a health club, spa, salon, and pool; 14 food and beverage outlets; 107,000 square feet of retail space; 37,000 square feet of meeting and convention space; and performance lake and floral art displays. its wynn macau segment operates 252,000 square feet of casino space with 331 table games, 818 slot machines, private gaming salons, sky casinos, and a poker room; two luxury hotel towers with 1,010 guest rooms and suites that include two health clubs, two spas, a salon, and a pool; 14 food and beverage outlets; 59,000 square feet of retail space; 31,000 square feet of meeting and convention space; and chinese zodiac-inspired ceiling attractions. its las vegas operations segment operates 194,000 square feet of casino space with 223 table games, 1,751 slot machines, private gaming salons, a sky casino, a poker room, and a race and sports book; two luxury hotel towers with 4,748 guest rooms, suites, and villas, including swimming pools, private cabanas, two full service spas and salons, and a wedding chapel; 32 food and beverage outlets; 513,000 square feet of meeting and convention space; 155,000 square feet of retail space; and two theaters, three nightclubs and a beach club. its encore boston harbor segment operates 211,000 square feet of casino space with 184 table games, 2,766 slot machines, gaming areas, and a poker room; a luxury hotel tower with 671 guest rooms and suites, including a spa and salon; 15 food and beverage outlets and a nightclub; 10,000 square feet of retail space; 71,000 square feet of meeting and convention space; and a waterfront park, floral displays, and water shuttle service. the company was founded in 2002 and is based in las vegas, nevada.",['Consumer Services'],"['Consumer Services', 'Retailing', 'Media & Entertainment', 'Health Care Equipment & Services', 'Pharmaceuticals, Biotechnology & Life Sciences']","[9.81280744e-01 5.06780863e-01 1.49636623e-03 8.64457805e-04
 5.10147547e-05]",['Consumer Services']
YUM,"yum! brands, inc., together with its subsidiaries, develops, operates, and franchises quick service restaurants worldwide. it operates through four segments: the kfc division, the taco bell division, the pizza hut division, and the habit burger grill division. the company operates restaurants under the kfc, pizza hut, taco bell, and the habit burger grill brands, which specialize in chicken, pizza, made-to-order chargrilled burgers, sandwiches, mexican-style food categories, and other food products. as of december 31, 2021, it had 26,934 kfc units; 18,381 pizza hut units; 7,791 taco bell units; and 318 the habit burger grill units in approximately 157 countries and territories. the company was formerly known as tricon global restaurants, inc. and changed its name to yum! brands, inc. in may 2002. yum! brands, inc. was incorporated in 1997 and is headquartered in louisville, kentucky.",['Consumer Services'],"['Consumer Services', 'Commercial & Professional Services', 'Capital Goods', 'Retailing', 'Food, Beverage & Tobacco']",[0.08676372 0.06242379 0.01985377 0.00439079 0.00294333],['Consumer Services']
AMP,"ameriprise financial, inc., through its subsidiaries, provides various financial products and services to individual and institutional clients in the united states and internationally. it operates through four segments: advice & wealth management, asset management, retirement & protection solutions, and corporate & other. the advice & wealth management segment provides financial planning and advice; brokerage products and services for retail and institutional clients; discretionary and non-discretionary investment advisory accounts; mutual funds; insurance and annuities products; cash management and banking products; and face-amount certificates. the asset management segment offers investment management and advice, and investment products to retail, high net worth, and institutional clients through unaffiliated third-party financial institutions and institutional sales force. this segment products also include u.s. mutual funds and their non-u.s. equivalents, exchange-traded funds, variable product funds underlying insurance, and annuity separate accounts; and institutional asset management products, such as traditional asset classes, separately managed accounts, individually managed accounts, collateralized loan obligations, hedge funds, collective funds, and property and infrastructure funds. the retirement & protection solutions segment provides variable annuity products to individual clients, as well as life and di insurance products to retail clients. the company was formerly known as american express financial corporation and changed its name to ameriprise financial, inc. in september 2005. ameriprise financial, inc. was founded in 1894 and is headquartered in minneapolis, minnesota.",['Diversified Financials'],"['Diversified Financials', 'Materials', 'Capital Goods', 'Health Care Equipment & Services', 'Telecommunication Services']","[9.99950290e-01 5.49057405e-03 2.27874285e-03 2.98213970e-04
 3.68904293e-05]",['Diversified Financials']
AXP,"american express company, together with its subsidiaries, provides charge and credit payment card products, and travel-related services worldwide. the company operates through three segments: global consumer services group, global commercial services, and global merchant and network services. its products and services include payment and financing products; network services; accounts payable expense management products and services; and travel and lifestyle services. the company's products and services also comprise merchant acquisition and processing, servicing and settlement, point-of-sale marketing, and information products and services for merchants; and fraud prevention services, as well as the design and operation of customer loyalty programs. it sells its products and services to consumers, small businesses, mid-sized companies, and large corporations through mobile and online applications, third-party vendors and business partners, direct mail, telephone, in-house sales teams, and direct response advertising. american express company was founded in 1850 and is headquartered in new york, new york.",['Diversified Financials'],"['Capital Goods', 'Technology Hardware & Equipment', 'Diversified Financials', 'Telecommunication Services', 'Commercial & Professional Services']",[0.03699851 0.01853817 0.01170038 0.00268603 0.00146105],['Diversified Financials']
BEN,"franklin resources, inc. is a publicly owned asset management holding company. through its subsidiaries, the firm provides its services to individuals, institutions, pension plans, trusts, and partnerships. it launches equity, fixed income, balanced, and multi-asset mutual funds through its subsidiaries. the firm invests in the public equity, fixed income, and alternative markets. franklin resources, inc. was founded in 1947 and is based in san mateo, california with an additional office in hyderabad, india.",['Diversified Financials'],"['Capital Goods', 'Diversified Financials', 'Materials', 'Energy', 'Consumer Durables & Apparel']",[0.75281483 0.43176505 0.04259135 0.00559791 0.00109962],['Diversified Financials']
BK,"the bank of new york mellon corporation provides a range of financial products and services in the united states and internationally. the company operates through securities services, market and wealth services, investment and wealth management, and other segments. the securities services segment offers custody, trust and depositary, accounting, exchange-traded funds, middle-office solutions, transfer agency, services for private equity and real estate funds, foreign exchange, securities lending, liquidity/lending services, prime brokerage, and data analytics. this segment also provides trustee, paying agency, fiduciary, escrow and other financial, issuer, and support services for brokers and investors. the market and wealth services segment offers clearing and custody, investment, wealth and retirement solutions, technology and enterprise data management, trading, and prime brokerage services; and clearance and collateral management services. this segment also provides integrated cash management solutions, including payments, foreign exchange, liquidity management, receivables processing and payables management, and trade finance and processing services. the investment and wealth management segment offers investment management strategies and distribution of investment products, investment management, custody, wealth and estate planning, private banking, investment, and information management services. the other segment engages in the provision of leasing, corporate treasury, derivative and other trading, corporate and bank-owned life insurance, renewable energy investment, and business exit services. it serves central banks and sovereigns, financial institutions, asset managers, insurance companies, corporations, local authorities and high net-worth individuals, and family offices. the company was founded in 1784 and is headquartered in new york, new york.",['Diversified Financials'],"['Diversified Financials', 'Telecommunication Services', 'Banks', 'Materials', 'Health Care Equipment & Services']","[9.99941468e-01 2.64971168e-03 2.34033359e-04 1.34974223e-04
 1.91929812e-05]",['Diversified Financials']
