ticker,Industry_group_code,Industry_group_name
ICHR,4530,Semiconductors & Semiconductor Equipment
FWRD,2030,Transportation
BYSI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BPFH,4010,Banks
SCHN,1510,Materials
VIAV,4520,Technology Hardware & Equipment
KALV,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NYCB,4010,Banks
SUI,6010,Real Estate
CASA,4520,Technology Hardware & Equipment
SHOO,2520,Consumer Durables & Apparel
SPG,6010,Real Estate
EMN,1510,Materials
UFPT,1510,Materials
LNG,1010,Energy
PCSB,4010,Banks
MED,3030,Household & Personal Products
NEX,1010,Energy
NODK,4030,Insurance
HAIN,3020,"Food, Beverage & Tobacco"
MAA,6010,Real Estate
WTTR,1010,Energy
JNCE,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
DAKT,4520,Technology Hardware & Equipment
DSPG,4530,Semiconductors & Semiconductor Equipment
MLM,1510,Materials
TSCO,2550,Retailing
ALB,1510,Materials
BZH,2520,Consumer Durables & Apparel
IVZ,4020,Diversified Financials
WRK,1510,Materials
BCRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
FMNB,4010,Banks
MAC,6010,Real Estate
ZEUS,1510,Materials
AVB,6010,Real Estate
NNBR,2010,Capital Goods
CPRT,2020,Commercial & Professional Services
SCSC,4520,Technology Hardware & Equipment
MPAA,2510,Automobiles & Components
LMNR,3020,"Food, Beverage & Tobacco"
PLD,6010,Real Estate
FMBH,4010,Banks
INVH,6010,Real Estate
EXP,1510,Materials
SMBC,4010,Banks
AEO,2550,Retailing
ADC,6010,Real Estate
HLNE,4020,Diversified Financials
IR,2010,Capital Goods
NKTR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PUMP,1010,Energy
ABCB,4010,Banks
TELL,1010,Energy
PENN,2530,Consumer Services
SSD,2010,Capital Goods
LJPC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
LBRT,1010,Energy
ESS,6010,Real Estate
HIW,6010,Real Estate
IMAX,5020,Media & Entertainment
FR,6010,Real Estate
HCC,1510,Materials
FDP,3020,"Food, Beverage & Tobacco"
GBX,2010,Capital Goods
MATW,2020,Commercial & Professional Services
AIV,6010,Real Estate
GEO,6010,Real Estate
SOI,1010,Energy
MLR,2010,Capital Goods
ARD,1510,Materials
ADTN,4520,Technology Hardware & Equipment
AMED,3510,Health Care Equipment & Services
YEXT,4510,Software & Services
CLI,6010,Real Estate
DAR,3020,"Food, Beverage & Tobacco"
AYX,4510,Software & Services
SIRI,5020,Media & Entertainment
RS,1510,Materials
OKTA,4510,Software & Services
O,6010,Real Estate
KNX,2030,Transportation
AZPN,4510,Software & Services
CVLG,2030,Transportation
NWBI,4010,Banks
CADE,4010,Banks
COF,4020,Diversified Financials
EEX,5020,Media & Entertainment
CVNA,2550,Retailing
CLDR,4510,Software & Services
URGN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
VERI,4510,Software & Services
BHVN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AM,1010,Energy
OVID,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SVRA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
APPN,4510,Software & Services
KREF,4020,Diversified Financials
MGY,1010,Energy
GNTY,4010,Banks
GTHX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
FOCS,4020,Diversified Financials
NESR,1010,Energy
HAFC,4010,Banks
AGS,2530,Consumer Services
ATNX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NSIT,4520,Technology Hardware & Equipment
SSTI,4510,Software & Services
RCII,2550,Retailing
WOW,5020,Media & Entertainment
BRKS,4530,Semiconductors & Semiconductor Equipment
SGH,4530,Semiconductors & Semiconductor Equipment
SNEX,4020,Diversified Financials
CODX,3510,Health Care Equipment & Services
ACIW,4510,Software & Services
BY,4010,Banks
DLTR,2550,Retailing
ESQ,4010,Banks
NATI,4520,Technology Hardware & Equipment
MRSN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ABC,3510,Health Care Equipment & Services
ATLO,4010,Banks
CBZ,2020,Commercial & Professional Services
BMRC,4010,Banks
BHF,4030,Insurance
HLIT,4520,Technology Hardware & Equipment
DRI,2530,Consumer Services
RMD,3510,Health Care Equipment & Services
BHB,4010,Banks
AFIN,6010,Real Estate
SAFE,6010,Real Estate
TRTX,4020,Diversified Financials
GPMT,4020,Diversified Financials
KALA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RDFN,6010,Real Estate
BKR,1010,Energy
JBGS,6010,Real Estate
CLXT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PETQ,3510,Health Care Equipment & Services
PDLB,4010,Banks
MTEM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PQG,1510,Materials
MBIO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
KRYS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
HBB,2520,Consumer Durables & Apparel
CEIX,1010,Energy
ROKU,5020,Media & Entertainment
DCPH,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
OPTN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SWCH,4510,Software & Services
MCB,4010,Banks
SPRO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MDB,4510,Software & Services
FNKO,2550,Retailing
ALTR,4510,Software & Services
CARG,5020,Media & Entertainment
PACK,1510,Materials
BAND,5010,Telecommunication Services
EYE,2550,Retailing
VICI,6010,Real Estate
CBTX,4010,Banks
OSW,2530,Consumer Services
AQUA,2010,Capital Goods
MBIN,4010,Banks
SAIL,4510,Software & Services
CUE,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SFIX,2550,Retailing
SBT,4010,Banks
ARCT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NMRK,6010,Real Estate
ILPT,6010,Real Estate
LBC,4010,Banks
EQH,4020,Diversified Financials
WSC,2010,Capital Goods
DNLI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
QTRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ODT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AMEH,3510,Health Care Equipment & Services
AVYA,4510,Software & Services
ELOX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
VMD,3510,Health Care Equipment & Services
GTES,2010,Capital Goods
SLDB,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RCKT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
EOLS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ADT,2020,Commercial & Professional Services
CDLX,5020,Media & Entertainment
WHD,1010,Energy
BTAI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
EVFM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
COLD,6010,Real Estate
ZS,4510,Software & Services
CLBK,4010,Banks
PRPL,2520,Consumer Durables & Apparel
STEP,4020,Diversified Financials
VXRT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BWB,4010,Banks
RCUS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
DBX,4510,Software & Services
SPOT,5020,Media & Entertainment
RFL,6010,Real Estate
ZUO,4510,Software & Services
FIXX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
WH,2530,Consumer Services
LEVL,4010,Banks
SMAR,4510,Software & Services
DOCU,4510,Software & Services
STXB,4010,Banks
UBX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CHX,1010,Energy
LASR,4520,Technology Hardware & Equipment
GSHD,4030,Insurance
ROAD,2010,Capital Goods
LOVE,2520,Consumer Durables & Apparel
INSP,3510,Health Care Equipment & Services
EVLO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SRRK,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
KNSA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
OBNK,4010,Banks
MGTA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
GSKY,4510,Software & Services
EVOP,4510,Software & Services
MGTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
VRCA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
USX,2030,Transportation
TCDA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
TBIO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
DOMO,4510,Software & Services
AVLR,4510,Software & Services
AMAL,4010,Banks
KZR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BV,2020,Commercial & Professional Services
IIIV,4510,Software & Services
SKY,2520,Consumer Durables & Apparel
AVRO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
XERS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BE,2010,Capital Goods
EPRT,6010,Real Estate
RPAY,4510,Software & Services
EVER,5020,Media & Entertainment
RVI,6010,Real Estate
BJ,3010,Food & Staples Retailing
REPL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RUBY,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ALLK,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CRNX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CNST,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
IAA,2020,Commercial & Professional Services
PRVB,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
TENB,4510,Software & Services
ARLO,4520,Technology Hardware & Equipment
SONO,2520,Consumer Durables & Apparel
CWK,6010,Real Estate
LQDA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
IMXI,4510,Software & Services
FTDR,2530,Consumer Services
ELAN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MESA,2030,Transportation
AMTB,4010,Banks
HFFG,3010,Food & Staples Retailing
FLMN,1010,Energy
LTHM,1510,Materials
REZI,2010,Capital Goods
STRO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
EB,5020,Media & Entertainment
ARVN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
GRTS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
UPWK,2020,Commercial & Professional Services
GH,3510,Health Care Equipment & Services
KOD,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
YMAB,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ALLO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SIBN,3510,Health Care Equipment & Services
NGM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PLAN,4510,Software & Services
TWST,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ESTC,4510,Software & Services
VRRM,4510,Software & Services
STNE,4510,Software & Services
VAPO,3510,Health Care Equipment & Services
AMK,4020,Diversified Financials
ETRN,1010,Energy
AXNX,3510,Health Care Equipment & Services
MRNA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
WTRH,2550,Retailing
DOW,1510,Materials
SI,4010,Banks
BYND,3020,"Food, Beverage & Tobacco"
ORGO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
GOSS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
HARP,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
TCRR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PSTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ALEC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
FOXA,5020,Media & Entertainment
CYCN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
WTRE,4030,Insurance
CVET,3510,Health Care Equipment & Services
SWAV,3510,Health Care Equipment & Services
LYFT,2030,Transportation
SILK,3510,Health Care Equipment & Services
DTIL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
TW,4020,Diversified Financials
XFOR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RMBI,4010,Banks
TH,2530,Consumer Services
PLMR,4030,Insurance
CHNG,3510,Health Care Equipment & Services
PD,4510,Software & Services
DSSI,1010,Energy
MNRL,1010,Energy
ZM,4510,Software & Services
TPTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PINS,5020,Media & Entertainment
KTB,2520,Consumer Durables & Apparel
TMDX,3510,Health Care Equipment & Services
AVTR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
UBER,2030,Transportation
RRBI,4010,Banks
NXTC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
APLT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SPFI,4010,Banks
CRTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
FSLY,4510,Software & Services
WORK,4510,Software & Services
IDYA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PSN,2010,Capital Goods
CTVA,1510,Materials
CRWD,4510,Software & Services
PSNL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
STOK,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BBIO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AKRO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BCEL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ADPT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MORF,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
REAL,2550,Retailing
KRTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
INBX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CMBM,4520,Technology Hardware & Equipment
MDLA,4510,Software & Services
FULC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PHR,3510,Health Care Equipment & Services
HCAT,3510,Health Care Equipment & Services
NOVA,5510,Utilities
CSTL,3510,Health Care Equipment & Services
PROS,4030,Insurance
RAPT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
DT,4510,Software & Services
ONEW,2550,Retailing
CFB,4010,Banks
OPRT,4020,Diversified Financials
NVST,3510,Health Care Equipment & Services
OPCH,3510,Health Care Equipment & Services
SWTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NET,4510,Software & Services
CRNC,4510,Software & Services
PING,4510,Software & Services
DDOG,4510,Software & Services
PTON,2520,Consumer Durables & Apparel
VIR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
IGMS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
TXG,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PNTG,3510,Health Care Equipment & Services
FREQ,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
APRE,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BRBR,3030,Household & Personal Products
PGNY,3510,Health Care Equipment & Services
BEAM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PHAT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
FDMT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
OYST,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
HBT,4010,Banks
ETNB,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SITM,4530,Semiconductors & Semiconductor Equipment
SPCE,2010,Capital Goods
AHCO,3510,Health Care Equipment & Services
BRMK,4020,Diversified Financials
BILL,4510,Software & Services
REYN,3030,Household & Personal Products
BIPC,5510,Utilities
SPT,4510,Software & Services
ARNC,1510,Materials
IMVT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ONEM,3510,Health Care Equipment & Services
ARQT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PPD,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SDGR,3510,Health Care Equipment & Services
BDTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RVMD,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PASG,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
VRT,2010,Capital Goods
PAE,2010,Capital Goods
OTIS,2010,Capital Goods
CARR,2010,Capital Goods
AZEK,2010,Capital Goods
VNT,4520,Technology Hardware & Equipment
ALTG,2010,Capital Goods
SLQT,4030,Insurance
NARI,3510,Health Care Equipment & Services
LUNG,3510,Health Care Equipment & Services
ACCD,3510,Health Care Equipment & Services
ORIC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
GDYN,4510,Software & Services
ZNTL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MSGE,5020,Media & Entertainment
KROS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PLRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RNA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RPRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AMTI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
VRM,2550,Retailing
ACEL,2530,Consumer Services
FMTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AKUS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
GBIO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PCVX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
EBC,4010,Banks
GOCO,4030,Insurance
RXT,4510,Software & Services
NKTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
BLI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RLAY,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ITOS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
IAC,5020,Media & Entertainment
LMND,4030,Insurance
ALXO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NCNO,4510,Software & Services
JAMF,4510,Software & Services
MEG,2020,Commercial & Professional Services
RKT,4010,Banks
VITL,3020,"Food, Beverage & Tobacco"
OSH,3510,Health Care Equipment & Services
BIGC,4510,Software & Services
AFIB,3510,Health Care Equipment & Services
NRIX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ANNX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
INZY,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NTST,6010,Real Estate
ALVR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
DCT,4510,Software & Services
BEPC,5510,Utilities
KYMR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AOUT,2520,Consumer Durables & Apparel
MAXN,4530,Semiconductors & Semiconductor Equipment
OM,3510,Health Care Equipment & Services
SUMO,4510,Software & Services
U,4510,Software & Services
DYN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ATHA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
LNSR,3510,Health Care Equipment & Services
FROG,4510,Software & Services
AMWL,3510,Health Care Equipment & Services
BNL,6010,Real Estate
PTVE,1510,Materials
TSHA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PMVP,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ASO,2550,Retailing
PRLD,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
EAR,3510,Health Care Equipment & Services
CCCC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ALGS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CRSR,4520,Technology Hardware & Equipment
KRON,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
STTK,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MAX,5020,Media & Entertainment
MCFE,4510,Software & Services
PRAX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ARRY,2010,Capital Goods
MSP,4510,Software & Services
LESL,2550,Retailing
AVIR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
GATO,1510,Materials
NGMS,2530,Consumer Services
ALGM,4530,Semiconductors & Semiconductor Equipment
SHC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MRVI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
UPST,4020,Diversified Financials
CNXC,4510,Software & Services
OLMA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CERT,3510,Health Care Equipment & Services
SEER,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AAN,2550,Retailing
MASS,4520,Technology Hardware & Equipment
KNTE,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
AIRC,6010,Real Estate
SBTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
WOOF,2550,Retailing
AI,4510,Software & Services
BCAB,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SHLS,2010,Capital Goods
CGEM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
OCDX,3510,Health Care Equipment & Services
DRVN,2020,Commercial & Professional Services
PLTK,5020,Media & Entertainment
BOLT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ONTF,4510,Software & Services
SGFY,3510,Health Care Equipment & Services
DSP,4510,Software & Services
APR,3510,Health Care Equipment & Services
VOR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CGNT,4510,Software & Services
SANA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
VMEO,5020,Media & Entertainment
SBGI,5020,Media & Entertainment
DISH,5020,Media & Entertainment
HA,2030,Transportation
LSI,6010,Real Estate
PLAY,2530,Consumer Services
WAB,2010,Capital Goods
ACTG,2020,Commercial & Professional Services
RWT,4020,Diversified Financials
EAF,2010,Capital Goods
AAWW,2030,Transportation
SHO,6010,Real Estate
KFRC,2020,Commercial & Professional Services
IART,3510,Health Care Equipment & Services
SVC,6010,Real Estate
ACGL,4030,Insurance
MD,3510,Health Care Equipment & Services
NOVT,4520,Technology Hardware & Equipment
ERIE,4030,Insurance
RE,4030,Insurance
MYGN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RNR,4030,Insurance
THG,4030,Insurance
RICK,2530,Consumer Services
POOL,2550,Retailing
DVA,3510,Health Care Equipment & Services
BANR,4010,Banks
OPK,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
HSIC,3510,Health Care Equipment & Services
SWM,1510,Materials
AEIS,4520,Technology Hardware & Equipment
EL,3030,Household & Personal Products
WAT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SAM,3020,"Food, Beverage & Tobacco"
FFIC,4010,Banks
NTAP,4520,Technology Hardware & Equipment
NWPX,2010,Capital Goods
NVAX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CTXS,4510,Software & Services
NUAN,4510,Software & Services
HTLF,4010,Banks
TGTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MSM,2010,Capital Goods
HIG,4030,Insurance
SCCO,1510,Materials
APT,2010,Capital Goods
LNDC,3020,"Food, Beverage & Tobacco"
CMCO,2010,Capital Goods
UNTY,4010,Banks
ALXN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CSGS,4510,Software & Services
REV,3030,Household & Personal Products
IRM,6010,Real Estate
HUBG,2030,Transportation
IDT,5010,Telecommunication Services
CENX,1510,Materials
KVHI,4520,Technology Hardware & Equipment
CWCO,5510,Utilities
EPM,1010,Energy
LORL,5020,Media & Entertainment
SASR,4010,Banks
TRV,4030,Insurance
TCX,4510,Software & Services
SYKE,4510,Software & Services
FCN,2020,Commercial & Professional Services
PFBI,4010,Banks
TUP,2520,Consumer Durables & Apparel
NBIX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SSNC,4510,Software & Services
SBSI,4010,Banks
RUSHA,2010,Capital Goods
CASI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ANSS,4510,Software & Services
DCOM,4010,Banks
FDS,4020,Diversified Financials
QGEN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
CVCY,4010,Banks
OCFC,4010,Banks
PEGA,4510,Software & Services
STRA,2530,Consumer Services
GERN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
TTEC,4510,Software & Services
LAMR,6010,Real Estate
GES,2550,Retailing
CSV,2530,Consumer Services
SRCL,2020,Commercial & Professional Services
MMAC,4010,Banks
WLFC,2010,Capital Goods
ANF,2550,Retailing
ENDP,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SPPI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ATRS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
WTBA,4010,Banks
BJRI,2530,Consumer Services
HIBB,2550,Retailing
WTFC,4010,Banks
PAG,2550,Retailing
USNA,3030,Household & Personal Products
TGI,2010,Capital Goods
NOV,1010,Energy
UNFI,3010,Food & Staples Retailing
SEAC,4510,Software & Services
PLUS,4520,Technology Hardware & Equipment
NUS,3030,Household & Personal Products
STLD,1510,Materials
FORR,2020,Commercial & Professional Services
VSAT,4520,Technology Hardware & Equipment
DGX,3510,Health Care Equipment & Services
LAD,2550,Retailing
DXPE,2010,Capital Goods
UBFO,4010,Banks
HLIO,2010,Capital Goods
CALM,3020,"Food, Beverage & Tobacco"
NSP,2020,Commercial & Professional Services
KRC,6010,Real Estate
CERS,3510,Health Care Equipment & Services
VCEL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MTN,2530,Consumer Services
CIEN,4520,Technology Hardware & Equipment
SLGN,1510,Materials
KMX,2550,Retailing
EEFT,4510,Software & Services
SSB,4010,Banks
TTWO,5020,Media & Entertainment
FBC,4010,Banks
KNL,2020,Commercial & Professional Services
RMBS,4530,Semiconductors & Semiconductor Equipment
AMZN,2550,Retailing
UCBI,4010,Banks
ARE,6010,Real Estate
QRVO,4530,Semiconductors & Semiconductor Equipment
SRPT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RL,2520,Consumer Durables & Apparel
MMS,4510,Software & Services
BXP,6010,Real Estate
SLP,3510,Health Care Equipment & Services
INDT,6010,Real Estate
PPBI,4010,Banks
FIX,2010,Capital Goods
HLX,1010,Energy
AROC,1010,Energy
HSKA,3510,Health Care Equipment & Services
EGHT,4510,Software & Services
CXW,2020,Commercial & Professional Services
OZK,4010,Banks
JLL,6010,Real Estate
EVBN,4010,Banks
QADA,4510,Software & Services
UMPQ,4010,Banks
DHIL,4020,Diversified Financials
BFAM,2530,Consumer Services
SLG,6010,Real Estate
PSMT,3010,Food & Staples Retailing
SIGA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MTOR,2010,Capital Goods
PETS,2550,Retailing
YUM,2530,Consumer Services
FARO,4520,Technology Hardware & Equipment
PLCE,2550,Retailing
FCCY,4010,Banks
NAT,1010,Energy
CAC,4010,Banks
NLY,4020,Diversified Financials
NRC,3510,Health Care Equipment & Services
SRI,2510,Automobiles & Components
OSIS,4520,Technology Hardware & Equipment
CHRW,2030,Transportation
CHH,2530,Consumer Services
CSR,6010,Real Estate
DRQ,1010,Energy
MBWM,4010,Banks
CWST,2020,Commercial & Professional Services
EPR,6010,Real Estate
GPI,2550,Retailing
MTD,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MOFG,4010,Banks
SAH,2550,Retailing
AMG,4020,Diversified Financials
CFFI,4010,Banks
INGR,3020,"Food, Beverage & Tobacco"
POWI,4530,Semiconductors & Semiconductor Equipment
URI,2010,Capital Goods
AAIC,4020,Diversified Financials
NWFL,4010,Banks
OVLY,4010,Banks
LCNB,4010,Banks
HOPE,4010,Banks
HFWA,4010,Banks
TSBK,4010,Banks
MPB,4010,Banks
SCS,2020,Commercial & Professional Services
WPC,6010,Real Estate
RMTI,3510,Health Care Equipment & Services
VRSN,4510,Software & Services
IESC,2010,Capital Goods
PRDO,2530,Consumer Services
MRCY,2010,Capital Goods
PFIS,4010,Banks
PWR,2010,Capital Goods
COFS,4010,Banks
CNXN,4520,Technology Hardware & Equipment
SRDX,3510,Health Care Equipment & Services
CIX,2020,Commercial & Professional Services
OSPN,4510,Software & Services
INO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
FHI,4020,Diversified Financials
TPB,3020,"Food, Beverage & Tobacco"
AMCR,1510,Materials
NLSN,2020,Commercial & Professional Services
NCLH,2530,Consumer Services
AMT,6010,Real Estate
PAYS,4510,Software & Services
BSRR,4010,Banks
BRKL,4010,Banks
COLM,2520,Consumer Durables & Apparel
MCBC,4010,Banks
UUUU,1010,Energy
PGC,4010,Banks
MRKR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
FGBI,4010,Banks
PFBC,4010,Banks
HTBK,4010,Banks
