ticker,text,original,preditions,predictions_score,hand_labeled
REG,"regency centers is the preeminent national owner, operator, and developer of shopping centers located in affluent and densely populated trade areas. our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. operating as a fully integrated real estate company, regency centers is a qualified real estate investment trust (reit) that is self-administered, self-managed, and an s&p 500 index member.",['Real Estate'],"['Real Estate', 'Consumer Durables & Apparel', 'Retailing', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Energy']","[9.99999523e-01 3.54315432e-07 1.13832765e-08 5.22599741e-09
 9.13303044e-10]",['Real Estate']
SBAC,"sba communications corporation is a first choice provider and leading owner and operator of wireless communications infrastructure in north, central, and south america and south africa. by building better wireless, sba generates revenue from two primary businesses  site leasing and site development services. the primary focus of the company is the leasing of antenna space on its multi-tenant communication sites to a variety of wireless service providers under long-term lease contracts. for more information please visit: www.sbasite.com.",['Real Estate'],"['Telecommunication Services', 'Real Estate', 'Media & Entertainment', 'Capital Goods', 'Utilities']","[8.52756321e-01 3.09412271e-01 1.41706411e-02 6.89267108e-06
 4.68901317e-06]","['Telecommunication Services', 'Real Estate']"
SLG,"sl green realty corp., an s&p 500 company and manhattan's largest office landlord, is a fully integrated real estate investment trust, or reit, that is focused primarily on acquiring, managing and maximizing value of manhattan commercial properties. as of december 31, 2020, sl green held interests in 88 buildings totaling 38.2 million square feet. this included ownership interests in 28.6 million square feet of manhattan buildings and 8.7 million square feet securing debt and preferred equity investments.",['Real Estate'],"['Real Estate', 'Consumer Durables & Apparel', 'Diversified Financials', 'Energy', 'Capital Goods']","[9.99953389e-01 8.52437108e-04 1.44308378e-05 1.30797082e-06
 2.83904118e-08]",
SPG,"simon is a real estate investment trust engaged in the ownership of premier shopping, dining, entertainment and mixed-use destinations and an s&p 100 company (simon property group, nyse: spg). our properties across north america, europe and asia provide community gathering places for millions of people every day and generate billions in annual sales.",['Real Estate'],"['Real Estate', 'Consumer Durables & Apparel', 'Retailing', 'Media & Entertainment', 'Pharmaceuticals, Biotechnology & Life Sciences']","[9.99998450e-01 1.26063687e-05 3.29332488e-06 2.31575719e-08
 2.21422933e-08]",
UDR,"udr, inc. (nyse: udr), an s&p 500 company, is a leading multifamily real estate investment trust with a demonstrated performance history of delivering superior and dependable returns by successfully managing, buying, selling, developing and redeveloping attractive real estate communities in targeted u.s. markets. as of september 30, 2020, udr owned or had an ownership position in 51,649 apartment homes including 1,031 homes under development. for over 48 years, udr has delivered long-term value to shareholders, the best standard of service to residents and the highest quality experience for associates.",['Real Estate'],"['Real Estate', 'Consumer Durables & Apparel', 'Energy', 'Utilities', 'Telecommunication Services']","[9.99997854e-01 1.99715978e-05 1.93616506e-06 8.62395041e-07
 1.85453843e-07]",
VNO,"vornado's portfolio is concentrated in the nation's key market  new york city  along with the premier asset in both chicago and san francisco. vornado is also the real estate industry leader in sustainability policy. the company owns and manages over 23 million square feet of leed certified buildings and received the energy star partner of the year award, sustained excellence 2019. in 2012, vornado commemorated 50 years on the nyse.",['Real Estate'],"['Real Estate', 'Utilities', 'Consumer Durables & Apparel', 'Telecommunication Services', 'Insurance']","[9.99941945e-01 1.58197084e-03 5.93212433e-04 2.20221427e-05
 1.94107015e-05]",
VTR,"ventas, an s&p 500 company, operates at the intersection of two powerful and dynamic industries  healthcare and real estate. as one of the world's foremost real estate investment trusts (reit), we use the power of capital to unlock the value of real estate, partnering with leading care providers, developers, research and medical institutions, innovators and healthcare organizations whose success is buoyed by the demographic tailwind of an aging population. for more than twenty years, ventas has followed a successful strategy that endures: combining a high-quality diversified portfolio of properties and capital sources to manage through cycles, working with industry leading partners, and a collaborative and experienced team focused on producing consistent growing cash flows and superior returns on a strong balance sheet, ultimately rewarding ventas shareholders. as of september 30, 2020, ventas owned or managed through unconsolidated joint ventures approximately 1,200 properties.",['Real Estate'],"['Real Estate', 'Health Care Equipment & Services', 'Consumer Durables & Apparel', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Insurance']","[9.98868346e-01 3.20499559e-04 2.46318541e-05 5.88805642e-06
 1.05552340e-06]",
WELL,"welltower inc. (nyse:well), an s&p 500 company headquartered in toledo, ohio, is driving the transformation of health care infrastructure. the company invests with leading seniors housing operators, post-acute providers and health systems to fund the real estate infrastructure needed to scale innovative care delivery models and improve people's wellness and overall health care experience. welltower, a real estate investment trust (""reit""), owns interests in properties concentrated in major, high-growth markets in the united states, canada and the united kingdom, consisting of seniors housing and post-acute communities and outpatient medical properties.",['Real Estate'],"['Real Estate', 'Health Care Equipment & Services', 'Energy', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Consumer Durables & Apparel']","[9.76934254e-01 3.49883974e-01 1.01837595e-05 7.95679000e-07
 1.87759426e-08]",
WY,"weyerhaeuser company, one of the world's largest private owners of timberlands, began operations in 1900. we own or control approximately 11 million acres of timberlands in the u.s. and manage additional timberlands under long-term licenses in canada. we manage these timberlands on a sustainable basis in compliance with internationally recognized forestry standards. we are also one of the largest manufacturers of wood products in north america. our company is a real estate investment trust. in 2020, we generated $7.5 billion in net sales and employed approximately 9,400 people who serve customers worldwide. we are listed on the dow jones sustainability north america index. our common stock trades on the new york stock exchange under the symbol wy.",['Real Estate'],"['Utilities', 'Consumer Durables & Apparel', 'Real Estate', 'Capital Goods', 'Energy']",[0.23994762 0.0240104  0.00477003 0.0023967  0.0023138 ],
AAP,"advance auto parts, inc. provides automotive replacement parts, accessories, batteries, and maintenance items for domestic and imported cars, vans, sport utility vehicles, and light and heavy duty trucks. the company offers battery accessories; belts and hoses; brakes and brake pads; chassis and climate control parts; clutches and drive shafts; engines and engine parts; exhaust systems and parts; hub assemblies; ignition components and wires; radiators and cooling parts; starters and alternators; and steering and alignment parts. it also offers air conditioning chemicals and accessories; air fresheners; antifreeze and washer fluids; electrical wires and fuses; electronics; floor mats, seat covers, and interior accessories; hand and specialty tools; lighting products; performance parts; sealants, adhesives and compounds; tire repair accessories; vent shades, mirrors and exterior accessories; washes, waxes and cleaning supplies; and wiper blades. in addition, the company offers air filters; fuel and oil additives; fuel filters; grease and lubricants; motor oils; oil filters, part cleaners and treatments; and transmission fluids for engine maintenance. further, it offers battery and wiper installation; engine light scanning and checking; electrical system testing; video clinic; oil and battery recycling; and loaner tool program services. additionally, the company sells its products through its website. it serves professional installers and do-it-yourself customers. the company operates stores under the advance auto parts, autopart international, and carquest brands, as well as branches under the worldpac name. as of april 23, 2022, it operated 4,687 stores and 311 branches in the united states, puerto rico, the u.s. virgin islands, and canada; and served 1,318 independently owned carquest branded stores in mexico, grand cayman, the bahamas, turks and caicos, and the british virgin islands. the company was founded in 1929 and is based in raleigh, north carolina.",['Retailing'],"['Retailing', 'Consumer Durables & Apparel', 'Commercial & Professional Services', 'Materials', 'Automobiles & Components']",[0.30650094 0.11431105 0.00187741 0.00144116 0.00141152],['Retailing']
AMZN,"amazon.com, inc. engages in the retail sale of consumer products and subscriptions in north america and internationally. the company operates through three segments: north america, international, and amazon web services (aws). it sells merchandise and content purchased for resale from third-party sellers through physical and online stores. the company also manufactures and sells electronic devices, including kindle, fire tablets, fire tvs, rings, and echo and other devices; provides kindle direct publishing, an online service that allows independent authors and publishers to make their books available in the kindle store; and develops and produces media content. in addition, it offers programs that enable sellers to sell their products on its websites, as well as its stores; and programs that allow authors, musicians, filmmakers, twitch streamers, skill and app developers, and others to publish and sell content. further, the company provides compute, storage, database, analytics, machine learning, and other services, as well as fulfillment, advertising, publishing, and digital content subscriptions. additionally, it offers amazon prime, a membership program, which provides free shipping of various items; access to streaming of movies and series; and other services. the company serves consumers, sellers, developers, enterprises, and content creators. amazon.com, inc. was incorporated in 1994 and is headquartered in seattle, washington.",['Retailing'],"['Retailing', 'Media & Entertainment', 'Health Care Equipment & Services', 'Consumer Durables & Apparel', 'Pharmaceuticals, Biotechnology & Life Sciences']","[9.90915239e-01 6.69669360e-02 2.50413083e-02 4.92173422e-04
 4.58359660e-04]","['Retailing', 'Media & Entertainment', 'Software & Services']"
AZO,"autozone, inc. retails and distributes automotive replacement parts and accessories. the company offers various products for cars, sport utility vehicles, vans, and light trucks, including new and remanufactured automotive hard parts, maintenance items, accessories, and non-automotive products. its products include a/c compressors, batteries and accessories, bearings, belts and hoses, calipers, chassis, clutches, cv axles, engines, fuel pumps, fuses, ignition and lighting products, mufflers, radiators, starters and alternators, thermostats, and water pumps, as well as tire repairs. in addition, the company offers maintenance products, such as antifreeze and windshield washer fluids; brake drums, rotors, shoes, and pads; brake and power steering fluids, and oil and fuel additives; oil and transmission fluids; oil, cabin, air, fuel, and transmission filters; oxygen sensors; paints and accessories; refrigerants and accessories; shock absorbers and struts; spark plugs and wires; and windshield wipers. further, it provides air fresheners, cell phone accessories, drinks and snacks, floor mats and seat covers, interior and exterior accessories, mirrors, performance products, protectants and cleaners, sealants and adhesives, steering wheel covers, stereos and radios, tools, and wash and wax products, as well as towing services. additionally, the company provides a sales program that offers commercial credit and delivery of parts and other products; sells automotive diagnostic and repair software under the alldata brand through alldata.com; and automotive hard parts, maintenance items, accessories, and non-automotive products through autozone.com. as of august 27, 2022, it operated 6,168 stores in the united states; 703 stores in mexico; and 72 stores in brazil. the company was founded in 1979 and is based in memphis, tennessee.",['Retailing'],"['Retailing', 'Automobiles & Components', 'Media & Entertainment', 'Consumer Durables & Apparel', 'Household & Personal Products']","[9.94916201e-01 1.18374813e-03 6.55070762e-04 5.75406943e-04
 4.62038151e-04]",['Retailing']
BBY,"best buy co., inc. retails technology products in the united states and canada. the company operates in two segments, domestic and international. its stores provide computing products, such as desktops, notebooks, and peripherals; mobile phones comprising related mobile network carrier commissions; networking products; tablets covering e-readers; smartwatches; and consumer electronics consisting of digital imaging, health and fitness, home theater, portable audio comprising headphones and portable speakers, and smart home products. the company's stores also offer appliances, such as dishwashers, laundry, ovens, refrigerators, blenders, coffee makers, and vacuums; entertainment products consisting of drones, peripherals, movies, music, and toys, as well as gaming hardware and software, and virtual reality and other software products; and other products, such as baby, food and beverage, luggage, outdoor living, and sporting goods. in addition, it provides consultation, delivery, design, health-related, installation, memberships, repair, set-up, technical support, and warranty-related services. the company offers its products through stores and websites under the best buy, best buy ads, best buy business, best buy health, cst, current health, geek squad, lively, magnolia, best buy mobile, pacific kitchen, home, and yardbird, as well as domain names bestbuy.com, currenthealth.com, lively.com, yardbird.com, and bestbuy.ca. as of january 30, 2022, it had 1,144 stores. the company was formerly known as sound of music, inc. the company was incorporated in 1966 and is headquartered in richfield, minnesota.",['Retailing'],"['Retailing', 'Media & Entertainment', 'Health Care Equipment & Services', 'Consumer Durables & Apparel', 'Pharmaceuticals, Biotechnology & Life Sciences']","[9.79797840e-01 5.13314717e-02 2.58289953e-03 5.91575190e-05
 5.88031253e-05]","['Retailing', 'Consumer Services']"
BKNG,"booking holdings inc. provides travel and restaurant online reservation and related services worldwide. the company operates booking.com, which offers online accommodation reservations; rentalcars.com that provides online rental car reservation services; priceline, which offer online travel reservation services, and consumers hotel, flight, and rental car reservation services, as well as vacation packages, cruises, and hotel distribution services. it also operates agoda that provides online accommodation reservation services, as well as flight, ground transportation and activities reservation services. in addition, the company operates kayak, an online price comparison service that allows consumers to search and compare travel itineraries and prices, comprising airline ticket, accommodation reservation, and rental car reservation information; and opentable for booking online restaurant reservations. further, it offers travel-related insurance products, and restaurant management services to consumers, travel service providers, and restaurants. the company was formerly known as the priceline group inc. and changed its name to booking holdings inc. in february 2018. the company was founded in 1997 and is headquartered in norwalk, connecticut.",['Retailing'],"['Retailing', 'Media & Entertainment', 'Consumer Services', 'Transportation', 'Pharmaceuticals, Biotechnology & Life Sciences']",[0.60778767 0.24467088 0.03119487 0.02423373 0.015773  ],['Retailing']
DG,"dollar general corporation, a discount retailer, provides various merchandise products in the southern, southwestern, midwestern, and eastern united states. it offers consumable products, including paper and cleaning products, such as paper towels, bath tissues, paper dinnerware, trash and storage bags, disinfectants, and laundry products; packaged food comprising cereals, pasta, canned soups, fruits and vegetables, condiments, spices, sugar, and flour; and perishables that include milk, eggs, bread, refrigerated and frozen food, beer, and wine. the company's consumable products also comprise snacks, such as candies, cookies, crackers, salty snacks, and carbonated beverages; health and beauty products, including over-the-counter medicines and personal care products, such as soaps, body washes, shampoos, cosmetics, and dental hygiene and foot care products; pet supplies and pet food; and tobacco products. in addition, it offers seasonal products comprising holiday items, toys, batteries, small electronics, greeting cards, stationery, prepaid phones and accessories, gardening supplies, hardware, and automotive and home office supplies; and home products that include kitchen supplies, cookware, small appliances, light bulbs, storage containers, frames, candles, craft supplies and kitchen, and bed and bath soft goods. further, the company provides apparel, which comprise casual everyday apparel for infants, toddlers, girls, boys, women, and men, as well as socks, underwear, disposable diapers, shoes, and accessories. as of february 25, 2022, it operated 18,190 stores in 47 states in the united states. the company was formerly known as j.l. turner & son, inc. and changed its name to dollar general corporation in 1968. dollar general corporation was founded in 1939 and is based in goodlettsville, tennessee.",['Retailing'],"['Retailing', 'Food & Staples Retailing', 'Household & Personal Products', 'Commercial & Professional Services', 'Food, Beverage & Tobacco']",[0.10530198 0.0104013  0.00760345 0.00520619 0.00284809],['Retailing']
DLTR,"dollar tree, inc. operates discount variety retail stores. it operates in two segments, dollar tree and family dollar. the dollar tree segment offers merchandise at the fixed price of $ 1.25. it provides consumable merchandise, including candy and food, and health and personal care, as well as everyday consumables, such as household paper and chemicals, and frozen and refrigerated food; variety merchandise comprising toys, durable housewares, gifts, stationery, party goods, greeting cards, softlines, arts and crafts supplies, and other items; and seasonal goods that include christmas, easter, halloween, and valentine's day merchandise. as of january 29, 2022, this segment operated 8,061 stores under the dollar tree and dollar tree canada brands, as well as 15 distribution centers in the united states and 2 distribution centers in canada. the family dollar segment operates general merchandise retail discount stores that offer consumable merchandise, which comprise food and beverages, tobacco, health and personal care, household chemicals, paper products, hardware and automotive supplies, diapers, batteries, and pet food and supplies; and home products, including housewares, home décor, and giftware, as well as domestics, such as comforters, sheets, and towels. it also provides apparel and accessories merchandise comprising clothing, fashion accessories, and shoes; and seasonal and electronics merchandise that include christmas, easter, halloween, and valentine's day merchandise, as well as personal electronics, which comprise pre-paid cellular phones and services, stationery and school supplies, and toys. as of january 29, 2022, this segment operated 8,016 stores under the family dollar brand; and 11 distribution centers. the company was founded in 1986 and is based in chesapeake, virginia.",['Retailing'],"['Retailing', 'Food & Staples Retailing', 'Commercial & Professional Services', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Food, Beverage & Tobacco']","[9.14614201e-01 2.23576158e-01 1.22998981e-03 3.07006354e-04
 1.32338449e-04]",['Retailing']
EBAY,"ebay inc. operates marketplace platforms that connect buyers and sellers in the united states and internationally. the company's marketplace platform includes its online marketplace at ebay.com and the ebay suite of mobile apps. its platforms enable users to list, buy, sell, and pay for items through various online, mobile, and offline channels that include retailers, distributors, liquidators, import and export companies, auctioneers, catalog and mail-order companies, directories, search engines, commerce participants, shopping channels, and networks. the company was founded in 1995 and is headquartered in san jose, california.",['Retailing'],"['Retailing', 'Media & Entertainment', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Real Estate', 'Commercial & Professional Services']","[9.72168207e-01 4.65941727e-01 9.50855762e-03 1.43814564e-03
 3.44150845e-04]",['Retailing']
ETSY,"etsy, inc. operates two-sided online marketplaces that connect buyers and sellers primarily in the united states, the united kingdom, germany, canada, australia, france, and india. its primary marketplace is etsy.com that connects artisans and entrepreneurs with various consumers. the company also offers reverb, a musical instrument marketplace; depop, a fashion resale marketplace; and elo7, a brazil-based marketplace for handmade and unique items. in addition, it offers various seller services, including etsy payments, a payment processing service; etsy ads, an advertising platform; and shipping labels, which allows sellers in the united states, canada, the united kingdom, australia, and india to purchase discounted shipping labels. further, the company provides various seller tools, including shop manager dashboard, a centralized hub for etsy sellers to track orders, manage inventory, view metrics and statistics, and have conversations with their customers; and sell on etsy, an application to enable enhanced onboarding and video uploading. additionally, it offers etsy seller analytics pages that provides insights regarding traffic acquisition for their shops; targeted offers, a sales and promotions tool, and social media tool; and accounting and bookkeeping services. the company also provides educational resources comprising blog posts, video tutorials, etsy seller handbook, etsy.com online forums, and insights; etsy teams, a platform to build personal relationships with other etsy sellers; and a star seller program. as of december 31, 2021, it connected a total of 7.5 million active sellers to 96.3 million active buyers; and had 120 million items for sale. the company was formerly known as indieco, inc changed its name to etsy, inc. in june 2006. etsy, inc. was founded in 2005 and is headquartered in brooklyn, new york.",['Retailing'],"['Retailing', 'Food & Staples Retailing', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Health Care Equipment & Services', 'Commercial & Professional Services']","[9.97725189e-01 8.30572192e-03 3.71649489e-03 1.92917720e-03
 1.60936353e-04]","['Retailing', 'Commercial & Professional Services']"
EXPE,"expedia group, inc. operates as an online travel company in the united states and internationally. the company operates through retail, b2b, and trivago segments. its brand portfolio include brand expedia, a full-service online travel brand with localized websites; hotels.com for marketing and distributing lodging accommodations; vrbo, an online marketplace for the alternative accommodations; orbitz, travelocity, and cheaptickets travel websites; ebookers, an online emea travel agent for travelers an array of travel options; hotwire, which offers travel booking services; carrentals.com, an online car rental booking service; classic vacations, a luxury travel specialist; and expedia cruise, a provider of advice for travelers booking cruises. the company's brand portfolio also comprise expedia partner solutions, a business-to-business brand that provides travel and non-travel vertical, which includes corporate travel management, airlines, travel agents, online retailers and financial institutions; and egencia that provides corporate travel management services. in addition, its brand portfolio consists of trivago, a hotel metasearch website, which send referrals to online travel companies and travel service providers from hotel metasearch websites; and expedia group media solutions. further, the company provides online travel services through its wotif.com, lastminute.com.au, travel.com.au, wotif.co.nz, and lastminute.co.nz brands; loyalty programs; hotel accommodations and alternative accommodations; and advertising and media services. it serves leisure and corporate travelers. the company was formerly known as expedia, inc. and changed its name to expedia group, inc. in march 2018. expedia group, inc. was founded in 1996 and is headquartered in seattle, washington.",['Retailing'],"['Retailing', 'Media & Entertainment', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Consumer Services', 'Real Estate']","[9.07336414e-01 8.69217277e-01 3.86193191e-04 1.78216069e-04
 5.58648899e-05]","['Retailing', 'Commercial & Professional Services']"
GPC,"genuine parts company distributes automotive replacement parts, and industrial parts and materials. it operates through automotive parts group and industrial parts group segments. the company distributes automotive replacement parts for hybrid and electric vehicles, trucks, suvs, buses, motorcycles, recreational vehicles, farm vehicles, small engines, farm equipment, marine equipment, and heavy duty equipment; and accessory and supply items used by various automotive aftermarket customers, such as repair shops, service stations, fleet operators, automobile and truck dealers, leasing companies, bus and truck lines, mass merchandisers, farms, industrial concerns, and individuals. it also distributes industrial replacement parts and related supplies, such as bearings, mechanical and electrical power transmission products, industrial automation and robotics, hoses, hydraulic and pneumatic components, industrial and safety supplies, and material handling products for original equipment manufacturer, as well as maintenance, repair, and operation customers in equipment and machinery, food and beverage, forest product, primary metal, pulp and paper, mining, automotive, oil and gas, petrochemical, pharmaceutical, power generation, alternative energy, governments, transportation, ports, and other industries. in addition, the company provides various services and repairs comprising gearbox and fluid power and process pump assembly and repair, hydraulic drive shaft repair, electrical panel assembly and repair, hose and gasket manufacture and assembly, and other value-added services. it operates in the united states, canada, france, the united kingdom, ireland, germany, poland, the netherlands, belgium, australia, new zealand, mexico, indonesia, and singapore. the company was incorporated in 1928 and is headquartered in atlanta, georgia.",['Retailing'],"['Automobiles & Components', 'Materials', 'Capital Goods', 'Commercial & Professional Services', 'Energy']",[0.95241505 0.39697722 0.15762608 0.01738038 0.00237934],['Retailing']
GPS,"the gap, inc. operates as an apparel retail company. the company offers apparel, accessories, and personal care products for men, women, and children under the old navy, gap, banana republic, and athleta brands. its products include denim, tees, fleece, and khakis; eyewear, jewelry, shoes, handbags, and fragrances; and fitness and lifestyle products for use in yoga, training, sports, travel, and everyday activities for women and girls. the company offers its products through company-operated stores, franchise stores, websites, third-party arrangements, and catalogs. it has franchise agreements with unaffiliated franchisees to operate old navy, gap, athleta, and banana republic stores and websites in asia, europe, latin america, the middle east, and africa. as of december 31, 2021, the company had 2,835 company-operated stores and 564 franchise stores. it also provides its products through e-commerce sites. the gap, inc. was incorporated in 1969 and is headquartered in san francisco, california.",['Retailing'],"['Retailing', 'Consumer Durables & Apparel', 'Health Care Equipment & Services', 'Household & Personal Products', 'Media & Entertainment']","[9.91155386e-01 7.77294934e-02 2.78451620e-03 4.40886681e-04
 1.46392140e-05]","['Retailing', 'Consumer Durables & Apparel']"
HD,"the home depot, inc. operates as a home improvement retailer. it operates the home depot stores that sell various building materials, home improvement products, lawn and garden products, and décor products, as well as facilities maintenance, repair, and operations products the company also offers installation services for flooring, cabinets and cabinet makeovers, countertops, furnaces and central air systems, and windows. in addition, it provides tool and equipment rental services. the company primarily serves homeowners; and professional renovators/remodelers, general contractors, maintenance professionals, handymen, property managers, building service contractors, and specialty tradesmen, such as electricians, plumbers, and painters. it also sells its products through websites, including homedepot.com; blinds.com, an online site for custom window coverings; and thecompanystore.com, an online site for textiles and décor products. as of december 31, 2021, the company operated 2,317 stores in the united states. the home depot, inc. was incorporated in 1978 and is based in atlanta, georgia.",['Retailing'],"['Consumer Durables & Apparel', 'Retailing', 'Health Care Equipment & Services', 'Capital Goods', 'Commercial & Professional Services']","[8.98128271e-01 5.05935192e-01 4.04420169e-03 1.04554652e-04
 1.54814370e-05]","['Retailing', 'Commercial & Professional Services', 'Consumer Services']"
KMX,"carmax, inc., together with its subsidiaries, operates as a retailer of used vehicles in the united states. the company operates through two segments, carmax sales operations and carmax auto finance. it offers customers a range of makes and models of used vehicles, including domestic, imported, and luxury vehicles, as well as hybrid and electric vehicles; and extended protection plans to customers at the time of sale, as well as sells vehicles that are approximately 10 years old and has more than 100,000 miles through wholesale auctions. the company also provides reconditioning and vehicle repair services; and financing alternatives for retail customers across a range of credit spectrum through its carmax auto finance and arrangements with various financial institutions. as of february 28, 2022, it operated approximately 230 used car stores. carmax, inc. was founded in 1993 and is based in richmond, virginia.",['Retailing'],"['Retailing', 'Household & Personal Products', 'Consumer Durables & Apparel', 'Health Care Equipment & Services', 'Automobiles & Components']","[9.93628323e-01 5.85552910e-03 5.41310618e-03 8.11740538e-05
 3.61606180e-05]",['Retailing']
LKQ,"lkq corporation distributes replacement parts, components, and systems used in the repair and maintenance of vehicles. it operates through three segments: north america, europe, and specialty. the company distributes bumper covers, automotive body panels, and lights, as well as automotive glass products, such as windshields; salvage products, including mechanical and collision parts comprising engines; transmissions; door assemblies; sheet metal products, such as trunk lids, fenders, and hoods; lights and bumper assemblies; scrap metal and other materials to metals recyclers; and brake pads, discs and sensors, clutches, steering and suspension products, filters, and oil and automotive fluids, as well as electrical products, including spark plugs and batteries. in addition, the company distributes recreational vehicle appliances and air conditioners, towing hitches, truck bed covers, vehicle protection products, cargo management products, wheels, tires, and suspension products. it serves collision and mechanical repair shops, and new and used car dealerships, as well as retail customers. the company operates in the united states, canada, the united kingdom, germany, belgium, the netherlands, luxembourg, italy, the czech republic, austria, poland, slovakia, taiwan, and other european countries. lkq corporation was incorporated in 1998 and is headquartered in chicago, illinois.",['Retailing'],"['Automobiles & Components', 'Consumer Durables & Apparel', 'Capital Goods', 'Materials', 'Commercial & Professional Services']",[0.98281467 0.11894495 0.00436004 0.00365406 0.00101042],
LOW,"lowe's companies, inc., together with its subsidiaries, operates as a home improvement retailer in the united states and internationally. the company offers a line of products for construction, maintenance, repair, remodeling, and decorating. it provides home improvement products, such as appliances, seasonal and outdoor living, lawn and garden, lumber, kitchens and bath, tools, paint, millwork, hardware, flooring, rough plumbing, building materials, décor, lighting, and electrical. it also offers installation services through independent contractors in various product categories; extended protection plans; and in-warranty and out-of-warranty repair services. the company sells its national brand-name merchandise and private brand products to homeowners, renters, and professional customers. as of january 28, 2022, it operated 1,971 home improvement and hardware stores. the company also sells its products through websites comprising lowes.com and lowesforpros.com; and through mobile applications. lowe's companies, inc. was founded in 1921 and is based in mooresville, north carolina.",['Retailing'],"['Consumer Durables & Apparel', 'Retailing', 'Health Care Equipment & Services', 'Capital Goods', 'Commercial & Professional Services']","[8.98314416e-01 4.68935758e-01 1.40019227e-03 2.60299566e-04
 6.74287221e-05]",
ORLY,"o'reilly automotive, inc., together with its subsidiaries, operates as a retailer and supplier of automotive aftermarket parts, tools, supplies, equipment, and accessories in the united states. the company provides new and remanufactured automotive hard parts and maintenance items, such as alternators, batteries, brake system components, belts, chassis parts, driveline parts, engine parts, fuel pumps, hoses, starters, temperature control, water pumps, antifreeze, appearance products, engine additives, filters, fluids, lighting products, and oil and wiper blades; and accessories, including floor mats, seat covers, and truck accessories. its stores offer auto body paint and related materials, automotive tools, and professional service provider service equipment. the company's stores also provide enhanced services and programs comprising used oil, oil filter, and battery recycling; battery, wiper, and bulb replacement; battery diagnostic testing; electrical and module testing; check engine light code extraction; loaner tool program; drum and rotor resurfacing; custom hydraulic hoses; and professional paint shop mixing and related materials. its stores offer do-it-yourself and professional service provider customers a selection of products for domestic and imported automobiles, vans, and trucks. as of december 31, 2021, the company owned and operated 5,759 stores in the united states, and 25 stores in mexico. o'reilly automotive, inc. was founded in 1957 and is headquartered in springfield, missouri.",['Retailing'],"['Retailing', 'Automobiles & Components', 'Household & Personal Products', 'Materials', 'Consumer Durables & Apparel']","[8.91376436e-01 1.69753619e-02 6.77232305e-03 1.42853206e-03
 5.25405572e-04]",
POOL,"pool corporation distributes swimming pool supplies, equipment, and related leisure products in the united states and internationally. the company offers maintenance products, including chemicals, supplies, and pool accessories; repair and replacement parts for pool equipment, such as cleaners, filters, heaters, pumps, and lights; fiberglass pools, and hot tubs and packaged pool kits comprising walls, liners, braces, and coping for in-ground and above-ground pools; pool equipment and components for new pool construction and the remodeling of existing pools; and irrigation and related products consisting of irrigation system components, and professional lawn care equipment and supplies. it also provides building materials, such as concrete, plumbing and electrical components, functional and decorative pool surfaces, decking materials, tiles, hardscapes, and natural stones for pool installations and remodeling; and commercial products, including heaters, safety equipment, and commercial pumps and filters. in addition, the company offers other pool construction and recreational products comprising discretionary recreational and related outdoor living products, such as grills and components for outdoor kitchens. it serves swimming pool remodelers and builders; specialty retailers that sell swimming pool supplies; swimming pool repair and service businesses; irrigation construction and landscape maintenance contractors; and commercial customers that serve hotels, universities, and community recreational facilities. as of march 03, 2022, the company operated 410 sales centers in north america, europe, and australia. pool corporation was incorporated in 1993 and is headquartered in covington, louisiana.",['Retailing'],"['Health Care Equipment & Services', 'Consumer Durables & Apparel', 'Capital Goods', 'Commercial & Professional Services', 'Materials']","[9.64680851e-01 6.92971170e-01 6.47435710e-02 1.06018526e-03
 4.81188821e-04]",
ROST,"ross stores, inc., together with its subsidiaries, operates off-price retail apparel and home fashion stores under the ross dress for less and dd's discounts brand names. its stores primarily offer apparel, accessories, footwear, and home fashions. the company's ross dress for less stores sell its products at department and specialty stores primarily to middle income households; and dd's discounts stores sell its products at department and discount stores for households with moderate income. as of september 28, 2022, it operated approximately 2,000 stores under the ross dress for less and dd's discounts name in 40 states, the district of columbia, and guam. ross stores, inc. was incorporated in 1957 and is headquartered in dublin, california.",['Retailing'],"['Retailing', 'Food & Staples Retailing', 'Health Care Equipment & Services', 'Pharmaceuticals, Biotechnology & Life Sciences', 'Household & Personal Products']","[9.99537706e-01 1.52918696e-03 9.37795616e-04 4.23344864e-05
 1.74199304e-05]",
