ticker,Industry_group_code,Industry_group_name
LXFR,2010,Capital Goods
LXP,6010,Real Estate
LXRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
LXU,1510,Materials
LYB,1510,Materials
LYFT,2030,Transportation
LYV,5020,Media & Entertainment
LZB,2520,Consumer Durables & Apparel
M,2550,Retailing
MA,4510,Software & Services
MAA,6010,Real Estate
MAC,6010,Real Estate
MAN,2020,Commercial & Professional Services
MANH,4510,Software & Services
MANT,4510,Software & Services
MAR,2530,Consumer Services
MAS,2010,Capital Goods
MASI,3510,Health Care Equipment & Services
MAT,2520,Consumer Durables & Apparel
MATW,2020,Commercial & Professional Services
MATX,2030,Transportation
MAXR,2010,Capital Goods
MBI,4030,Insurance
MBII,1510,Materials
MBIN,4010,Banks
MBIO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MBUU,2520,Consumer Durables & Apparel
MBWM,4010,Banks
MC,4020,Diversified Financials
MCB,4010,Banks
MCBC,4010,Banks
MCBS,4010,Banks
MCD,2530,Consumer Services
MCFT,2520,Consumer Durables & Apparel
MCHP,4530,Semiconductors & Semiconductor Equipment
MCHX,5020,Media & Entertainment
MCK,3510,Health Care Equipment & Services
MCO,4020,Diversified Financials
MCRB,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MCRI,2530,Consumer Services
MCS,5020,Media & Entertainment
MCY,4030,Insurance
MD,3510,Health Care Equipment & Services
MDB,4510,Software & Services
MDC,2520,Consumer Durables & Apparel
MDCA,5020,Media & Entertainment
MDGL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MDLA,4510,Software & Services
MDLZ,3020,"Food, Beverage & Tobacco"
MDP,5020,Media & Entertainment
MDRX,3510,Health Care Equipment & Services
MDT,3510,Health Care Equipment & Services
MDU,5510,Utilities
MEC,2010,Capital Goods
MED,3030,Household & Personal Products
MEDP,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MEET,5020,Media & Entertainment
MEI,4520,Technology Hardware & Equipment
MEIP,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MESA,2030,Transportation
MET,4030,Insurance
METC,1510,Materials
MFA,4020,Diversified Financials
MFIN,4020,Diversified Financials
MFNC,4010,Banks
MG,2020,Commercial & Professional Services
MGEE,5510,Utilities
MGLN,3510,Health Care Equipment & Services
MGM,2530,Consumer Services
MGNX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MGPI,3020,"Food, Beverage & Tobacco"
MGRC,2020,Commercial & Professional Services
MGTA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MGTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MGY,1010,Energy
MHK,2520,Consumer Durables & Apparel
MHO,2520,Consumer Durables & Apparel
MIC,2030,Transportation
MIDD,2010,Capital Goods
MIK,2550,Retailing
MINI,2020,Commercial & Professional Services
MIRM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MITK,4510,Software & Services
MITT,4020,Diversified Financials
MJCO,4510,Software & Services
MKC,3020,"Food, Beverage & Tobacco"
MKL,4030,Insurance
MKSI,4530,Semiconductors & Semiconductor Equipment
MKTX,4020,Diversified Financials
MLAB,3510,Health Care Equipment & Services
MLHR,2020,Commercial & Professional Services
MLI,2010,Capital Goods
MLM,1510,Materials
MLND,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MLP,6010,Real Estate
MLR,2010,Capital Goods
MLVF,4010,Banks
MMAC,4010,Banks
MMC,4030,Insurance
MMI,6010,Real Estate
MMM,2010,Capital Goods
MMS,4510,Software & Services
MMSI,3510,Health Care Equipment & Services
MNK,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MNKD,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MNLO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MNOV,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MNR,6010,Real Estate
MNRL,1010,Energy
MNRO,2550,Retailing
MNSB,4010,Banks
MNST,3020,"Food, Beverage & Tobacco"
MNTA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MO,3020,"Food, Beverage & Tobacco"
MOBL,4510,Software & Services
MOD,2510,Automobiles & Components
MODN,4510,Software & Services
MOFG,4010,Banks
MOG/A,2010,Capital Goods
MOH,3510,Health Care Equipment & Services
MORF,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MORN,4020,Diversified Financials
MOS,1510,Materials
MOV,2520,Consumer Durables & Apparel
MPAA,2510,Automobiles & Components
MPB,4010,Banks
MPC,1010,Energy
MPW,6010,Real Estate
MPWR,4530,Semiconductors & Semiconductor Equipment
MPX,2520,Consumer Durables & Apparel
MR,1010,Energy
MRC,2010,Capital Goods
MRCY,2010,Capital Goods
MRK,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MRKR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MRLN,4020,Diversified Financials
MRNA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MRNS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MRO,1010,Energy
MRSN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MRTN,2030,Transportation
MRTX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MRVL,4530,Semiconductors & Semiconductor Equipment
MS,4020,Diversified Financials
MSA,2020,Commercial & Professional Services
MSBI,4010,Banks
MSCI,4020,Diversified Financials
MSEX,5510,Utilities
MSFT,4510,Software & Services
MSGE,5020,Media & Entertainment
MSGN,5020,Media & Entertainment
MSGS,5020,Media & Entertainment
MSI,4520,Technology Hardware & Equipment
MSM,2010,Capital Goods
MSON,3510,Health Care Equipment & Services
MSTR,4510,Software & Services
MTB,4010,Banks
MTCH,5020,Media & Entertainment
MTD,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MTDR,1010,Energy
MTEM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MTG,4010,Banks
MTH,2520,Consumer Durables & Apparel
MTN,2530,Consumer Services
MTOR,2010,Capital Goods
MTRN,1510,Materials
MTRX,1010,Energy
MTSC,4520,Technology Hardware & Equipment
MTSI,4530,Semiconductors & Semiconductor Equipment
MTW,2010,Capital Goods
MTX,1510,Materials
MTZ,2010,Capital Goods
MU,4530,Semiconductors & Semiconductor Equipment
MUR,1010,Energy
MUSA,2550,Retailing
MVBF,4010,Banks
MWA,2010,Capital Goods
MXIM,4530,Semiconductors & Semiconductor Equipment
MXL,4530,Semiconductors & Semiconductor Equipment
MYE,1510,Materials
MYGN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MYL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MYOK,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
MYRG,2010,Capital Goods
NAT,1010,Energy
NATH,2530,Consumer Services
NATI,4520,Technology Hardware & Equipment
NATR,3030,Household & Personal Products
NAV,2010,Capital Goods
NAVI,4020,Diversified Financials
NBEV,3020,"Food, Beverage & Tobacco"
NBHC,4010,Banks
NBIX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NBL,1010,Energy
NBN,4010,Banks
NBR,1010,Energy
NBTB,4010,Banks
NC,1010,Energy
NCBS,4010,Banks
NCLH,2530,Consumer Services
NCMI,5020,Media & Entertainment
NCR,4520,Technology Hardware & Equipment
NCSM,1010,Energy
NDAQ,4020,Diversified Financials
NDLS,2530,Consumer Services
NDSN,2010,Capital Goods
NE,1010,Energy
NEE,5510,Utilities
NEM,1510,Materials
NEO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NEOG,3510,Health Care Equipment & Services
NERV,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NESR,1010,Energy
NEU,1510,Materials
NEWR,4510,Software & Services
NEX,1010,Energy
NEXT,1010,Energy
NFBK,4010,Banks
NFG,5510,Utilities
NFLX,5020,Media & Entertainment
NG,1510,Materials
NGHC,4030,Insurance
NGM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NGS,1010,Energy
NGVC,3010,Food & Staples Retailing
NGVT,1510,Materials
NHC,3510,Health Care Equipment & Services
NHI,6010,Real Estate
NI,5510,Utilities
NINE,1010,Energy
NJR,5510,Utilities
NKE,2520,Consumer Durables & Apparel
NKSH,4010,Banks
NKTR,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NL,2020,Commercial & Professional Services
NLOK,4510,Software & Services
NLSN,2020,Commercial & Professional Services
NLY,4020,Diversified Financials
NMIH,4010,Banks
NMRK,6010,Real Estate
NNBR,2010,Capital Goods
NNI,4020,Diversified Financials
NNN,6010,Real Estate
NOC,2010,Capital Goods
NODK,4030,Insurance
NOG,1010,Energy
NOV,1010,Energy
NOVA,5510,Utilities
NOVT,4520,Technology Hardware & Equipment
NOW,4510,Software & Services
NP,1510,Materials
NPK,2010,Capital Goods
NPO,2010,Capital Goods
NPTN,4530,Semiconductors & Semiconductor Equipment
NR,1010,Energy
NRC,3510,Health Care Equipment & Services
NRG,5510,Utilities
NRIM,4010,Banks
NRZ,4020,Diversified Financials
NSA,6010,Real Estate
NSC,2030,Transportation
NSIT,4520,Technology Hardware & Equipment
NSP,2020,Commercial & Professional Services
NSSC,4520,Technology Hardware & Equipment
NSTG,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NTAP,4520,Technology Hardware & Equipment
NTB,4010,Banks
NTCT,4520,Technology Hardware & Equipment
NTGR,4520,Technology Hardware & Equipment
NTLA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NTNX,4510,Software & Services
NTRA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NTRS,4020,Diversified Financials
NTUS,3510,Health Care Equipment & Services
NUAN,4510,Software & Services
NUE,1510,Materials
NUS,3030,Household & Personal Products
NUVA,3510,Health Care Equipment & Services
NVAX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NVCR,3510,Health Care Equipment & Services
NVDA,4530,Semiconductors & Semiconductor Equipment
NVEC,4530,Semiconductors & Semiconductor Equipment
NVEE,2010,Capital Goods
NVR,2520,Consumer Durables & Apparel
NVRO,3510,Health Care Equipment & Services
NVST,3510,Health Care Equipment & Services
NVT,2010,Capital Goods
NVTA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NWBI,4010,Banks
NWE,5510,Utilities
NWFL,4010,Banks
NWL,2520,Consumer Durables & Apparel
NWLI,4030,Insurance
NWN,5510,Utilities
NWPX,2010,Capital Goods
NWS,5020,Media & Entertainment
NWSA,5020,Media & Entertainment
NX,2010,Capital Goods
NXGN,3510,Health Care Equipment & Services
NXRT,6010,Real Estate
NXST,5020,Media & Entertainment
NXTC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
NYCB,4010,Banks
NYMT,4020,Diversified Financials
NYT,5020,Media & Entertainment
O,6010,Real Estate
OAS,1010,Energy
OBNK,4010,Banks
OC,2010,Capital Goods
OCFC,4010,Banks
OCN,4010,Banks
OCUL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
OCX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ODC,3030,Household & Personal Products
ODFL,2030,Transportation
ODP,2550,Retailing
ODT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
OEC,1510,Materials
OFC,6010,Real Estate
OFG,4010,Banks
OFIX,3510,Health Care Equipment & Services
OFLX,2010,Capital Goods
OGE,5510,Utilities
OGS,5510,Utilities
OHI,6010,Real Estate
OI,1510,Materials
OII,1010,Energy
OIS,1010,Energy
OKE,1010,Energy
OKTA,4510,Software & Services
OLED,4530,Semiconductors & Semiconductor Equipment
OLLI,2550,Retailing
OLN,1510,Materials
OLP,6010,Real Estate
OMC,5020,Media & Entertainment
OMCL,3510,Health Care Equipment & Services
OMER,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
OMF,4020,Diversified Financials
OMI,3510,Health Care Equipment & Services
ON,4530,Semiconductors & Semiconductor Equipment
ONB,4010,Banks
ONDK,4020,Diversified Financials
ONEM,3510,Health Care Equipment & Services
ONEW,2550,Retailing
ONTO,4530,Semiconductors & Semiconductor Equipment
OOMA,5010,Telecommunication Services
OPB,4010,Banks
OPBK,4010,Banks
OPCH,3510,Health Care Equipment & Services
OPI,6010,Real Estate
OPK,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
OPRT,4020,Diversified Financials
OPRX,3510,Health Care Equipment & Services
OPTN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
OPY,4020,Diversified Financials
ORA,5510,Utilities
ORBC,5010,Telecommunication Services
ORC,4020,Diversified Financials
ORCL,4510,Software & Services
ORGO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
ORI,4030,Insurance
ORLY,2550,Retailing
ORRF,4010,Banks
OSBC,4010,Banks
OSG,1010,Energy
OSIS,4520,Technology Hardware & Equipment
OSK,2010,Capital Goods
OSMT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
OSPN,4510,Software & Services
OSTK,2550,Retailing
OSUR,3510,Health Care Equipment & Services
OSW,2530,Consumer Services
OTIS,2010,Capital Goods
OTTR,5510,Utilities
OUT,6010,Real Estate
OVBC,4010,Banks
OVLY,4010,Banks
OXM,2520,Consumer Durables & Apparel
OXY,1010,Energy
OYST,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
OZK,4010,Banks
PACB,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PACD,1010,Energy
PACW,4010,Banks
PAG,2550,Retailing
PAHC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PANW,4510,Software & Services
PAR,4520,Technology Hardware & Equipment
PARR,1010,Energy
PATK,2010,Capital Goods
PAYC,4510,Software & Services
PAYS,4510,Software & Services
PAYX,4510,Software & Services
PB,4010,Banks
PBCT,4010,Banks
PBF,1010,Energy
PBFS,4010,Banks
PBH,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PBI,2020,Commercial & Professional Services
PBIP,4010,Banks
PBPB,2530,Consumer Services
PBYI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PCAR,2010,Capital Goods
PCB,4010,Banks
PCG,5510,Utilities
PCH,6010,Real Estate
PCRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PCSB,4010,Banks
PCTY,4510,Software & Services
PCYO,5510,Utilities
PD,4510,Software & Services
PDCE,1010,Energy
PDCO,3510,Health Care Equipment & Services
PDFS,4530,Semiconductors & Semiconductor Equipment
PDLB,4010,Banks
PDLI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PDM,6010,Real Estate
PE,1010,Energy
PEAK,6010,Real Estate
PEB,6010,Real Estate
PEBK,4010,Banks
PEBO,4010,Banks
PEG,5510,Utilities
PEGA,4510,Software & Services
PEI,6010,Real Estate
PEN,3510,Health Care Equipment & Services
PENN,2530,Consumer Services
PEP,3020,"Food, Beverage & Tobacco"
PETQ,3510,Health Care Equipment & Services
PETS,2550,Retailing
PFBC,4010,Banks
PFBI,4010,Banks
PFE,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PFG,4030,Insurance
PFGC,3010,Food & Staples Retailing
PFHD,4010,Banks
PFIS,4010,Banks
PFNX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PFPT,4510,Software & Services
PFS,4010,Banks
PFSI,4010,Banks
PG,3030,Household & Personal Products
PGC,4010,Banks
PGEN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PGNX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PGNY,3510,Health Care Equipment & Services
PGR,4030,Insurance
PGRE,6010,Real Estate
PGTI,2010,Capital Goods
PH,2010,Capital Goods
PHAS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PHAT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PHM,2520,Consumer Durables & Apparel
PHR,3510,Health Care Equipment & Services
PHUN,4510,Software & Services
PHX,1010,Energy
PI,4530,Semiconductors & Semiconductor Equipment
PICO,2020,Commercial & Professional Services
PII,2520,Consumer Durables & Apparel
PINC,3510,Health Care Equipment & Services
PING,4510,Software & Services
PIPR,4020,Diversified Financials
PIRS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PJT,4020,Diversified Financials
PK,6010,Real Estate
PKBK,4010,Banks
PKE,2010,Capital Goods
PKG,1510,Materials
PKI,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PKOH,2010,Capital Goods
PLAB,4530,Semiconductors & Semiconductor Equipment
PLAN,4510,Software & Services
PLAY,2530,Consumer Services
PLCE,2550,Retailing
PLD,6010,Real Estate
PLMR,4030,Insurance
PLNT,2530,Consumer Services
PLOW,2010,Capital Goods
PLPC,2010,Capital Goods
PLSE,3510,Health Care Equipment & Services
PLT,4520,Technology Hardware & Equipment
PLUG,2010,Capital Goods
PLUS,4520,Technology Hardware & Equipment
PLXS,4520,Technology Hardware & Equipment
PM,3020,"Food, Beverage & Tobacco"
PMBC,4010,Banks
PMT,4020,Diversified Financials
PNC,4010,Banks
PNFP,4010,Banks
PNM,5510,Utilities
PNR,2010,Capital Goods
PNRG,1010,Energy
PNTG,3510,Health Care Equipment & Services
PNW,5510,Utilities
PODD,3510,Health Care Equipment & Services
POL,1510,Materials
POOL,2550,Retailing
POR,5510,Utilities
POST,3020,"Food, Beverage & Tobacco"
POWI,4530,Semiconductors & Semiconductor Equipment
POWL,2010,Capital Goods
PPBI,4010,Banks
PPC,3020,"Food, Beverage & Tobacco"
PPD,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PPG,1510,Materials
PPL,5510,Utilities
PQG,1510,Materials
PRA,4030,Insurance
PRAA,4020,Diversified Financials
PRAH,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PRDO,2530,Consumer Services
PRFT,4510,Software & Services
PRGO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PRGS,4510,Software & Services
PRGX,4510,Software & Services
PRI,4030,Insurance
PRIM,2010,Capital Goods
PRK,4010,Banks
PRLB,2010,Capital Goods
PRNB,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PRO,4510,Software & Services
PROS,4030,Insurance
PROV,4010,Banks
PRPL,2520,Consumer Durables & Apparel
PRSC,3510,Health Care Equipment & Services
PRSP,4510,Software & Services
PRTA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PRTH,4510,Software & Services
PRTK,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PRTY,2550,Retailing
PRU,4030,Insurance
PRVL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PS,4510,Software & Services
PSA,6010,Real Estate
PSB,6010,Real Estate
PSMT,3010,Food & Staples Retailing
PSN,2010,Capital Goods
PSNL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PSTG,4520,Technology Hardware & Equipment
PSX,1010,Energy
PTC,4510,Software & Services
PTCT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PTE,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PTEN,1010,Energy
PTGX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PTLA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PTN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
PTSI,2030,Transportation
PTVCB,4030,Insurance
PUB,4010,Banks
PUMP,1010,Energy
PVAC,1010,Energy
PVBC,4010,Banks
PVH,2520,Consumer Durables & Apparel
PWOD,4010,Banks
PWR,2010,Capital Goods
PXD,1010,Energy
PYPL,4510,Software & Services
PYX,3020,"Food, Beverage & Tobacco"
PZN,4020,Diversified Financials
PZZA,2530,Consumer Services
QADA,4510,Software & Services
QCOM,4530,Semiconductors & Semiconductor Equipment
QCRH,4010,Banks
QDEL,3510,Health Care Equipment & Services
QEP,1010,Energy
QGEN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
QLYS,4510,Software & Services
QNST,5020,Media & Entertainment
QRTEA,2550,Retailing
QRVO,4530,Semiconductors & Semiconductor Equipment
QTRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
QTS,6010,Real Estate
QTWO,4510,Software & Services
QUAD,2020,Commercial & Professional Services
QUOT,2550,Retailing
R,2030,Transportation
RAD,3010,Food & Staples Retailing
RAMP,4510,Software & Services
RAPT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RARE,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RAVN,2010,Capital Goods
RBB,4010,Banks
RBBN,4520,Technology Hardware & Equipment
RBC,2010,Capital Goods
RBCAA,4010,Banks
RBNC,4010,Banks
RC,4020,Diversified Financials
RCII,2550,Retailing
RCKT,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RCKY,2520,Consumer Durables & Apparel
RCL,2530,Consumer Services
RCM,3510,Health Care Equipment & Services
RCUS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RDFN,6010,Real Estate
RDI,5020,Media & Entertainment
RDN,4010,Banks
RDNT,3510,Health Care Equipment & Services
RDUS,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RE,4030,Insurance
REAL,2550,Retailing
REG,6010,Real Estate
REGI,1010,Energy
REGN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
REI,1010,Energy
REPH,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
REPL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RES,1010,Energy
RESI,6010,Real Estate
RETA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
REV,3030,Household & Personal Products
REVG,2010,Capital Goods
REX,1010,Energy
REXR,6010,Real Estate
REYN,3030,Household & Personal Products
REZI,2010,Capital Goods
RF,4010,Banks
RFL,6010,Real Estate
RGA,4030,Insurance
RGCO,5510,Utilities
RGEN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RGLD,1510,Materials
RGNX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RGP,2020,Commercial & Professional Services
RGR,2520,Consumer Durables & Apparel
RGS,2530,Consumer Services
RH,2550,Retailing
RHI,2020,Commercial & Professional Services
RHP,6010,Real Estate
RICK,2530,Consumer Services
RIG,1010,Energy
RIGL,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RILY,4020,Diversified Financials
RJF,4020,Diversified Financials
RL,2520,Consumer Durables & Apparel
RLGT,2030,Transportation
RLGY,6010,Real Estate
RLH,2530,Consumer Services
RLI,4030,Insurance
RLJ,6010,Real Estate
RM,4020,Diversified Financials
RMAX,6010,Real Estate
RMBI,4010,Banks
RMBS,4530,Semiconductors & Semiconductor Equipment
RMD,3510,Health Care Equipment & Services
RMNI,4510,Software & Services
RMR,6010,Real Estate
RMTI,3510,Health Care Equipment & Services
RNET,1010,Energy
RNG,4510,Software & Services
RNR,4030,Insurance
RNST,4010,Banks
ROAD,2010,Capital Goods
ROCK,2010,Capital Goods
ROG,4520,Technology Hardware & Equipment
ROIC,6010,Real Estate
ROK,2010,Capital Goods
ROKU,5020,Media & Entertainment
ROL,2020,Commercial & Professional Services
ROLL,2010,Capital Goods
ROP,2010,Capital Goods
ROSE,1010,Energy
ROST,2550,Retailing
RP,4510,Software & Services
RPAI,6010,Real Estate
RPD,4510,Software & Services
RPM,1510,Materials
RPT,6010,Real Estate
RRBI,4010,Banks
RRC,1010,Energy
RRD,2020,Commercial & Professional Services
RRGB,2530,Consumer Services
RRR,2530,Consumer Services
RS,1510,Materials
RSG,2020,Commercial & Professional Services
RST,4510,Software & Services
RTIX,3510,Health Care Equipment & Services
RTRX,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RTW,2550,Retailing
RTX,2010,Capital Goods
RUBI,2550,Retailing
RUBY,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RUN,2010,Capital Goods
RUSHA,2010,Capital Goods
RUSHB,2010,Capital Goods
RUTH,2530,Consumer Services
RVI,6010,Real Estate
RVMD,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RVNC,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
RVSB,4010,Banks
RWT,4020,Diversified Financials
RXN,2010,Capital Goods
RYAM,1510,Materials
RYI,1510,Materials
RYN,6010,Real Estate
RYTM,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SABR,4510,Software & Services
SAFE,6010,Real Estate
SAFM,3020,"Food, Beverage & Tobacco"
SAFT,4030,Insurance
SAGE,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SAH,2550,Retailing
SAIA,2030,Transportation
SAIC,4510,Software & Services
SAIL,4510,Software & Services
SALT,2030,Transportation
SAM,3020,"Food, Beverage & Tobacco"
SAMG,4020,Diversified Financials
SANM,4520,Technology Hardware & Equipment
SASR,4010,Banks
SATS,4520,Technology Hardware & Equipment
SAVE,2030,Transportation
SB,2030,Transportation
SBAC,6010,Real Estate
SBBP,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SBBX,4010,Banks
SBCF,4010,Banks
SBGI,5020,Media & Entertainment
SBH,2550,Retailing
SBNY,4010,Banks
SBOW,1010,Energy
SBRA,6010,Real Estate
SBSI,4010,Banks
SBT,4010,Banks
SBUX,2530,Consumer Services
SC,4020,Diversified Financials
SCCO,1510,Materials
SCHL,5020,Media & Entertainment
SCHN,1510,Materials
SCHW,4020,Diversified Financials
SCI,2530,Consumer Services
SCL,1510,Materials
SCOR,5020,Media & Entertainment
SCS,2020,Commercial & Professional Services
SCSC,4520,Technology Hardware & Equipment
SCU,4020,Diversified Financials
SCVL,2550,Retailing
SCWX,4510,Software & Services
SD,1010,Energy
SDGR,3510,Health Care Equipment & Services
SDRL,1010,Energy
SEAS,2530,Consumer Services
SEB,3020,"Food, Beverage & Tobacco"
SEE,1510,Materials
SEIC,4020,Diversified Financials
SEM,3510,Health Care Equipment & Services
SENEA,3020,"Food, Beverage & Tobacco"
SENS,3510,Health Care Equipment & Services
SERV,2530,Consumer Services
SF,4020,Diversified Financials
SFBS,4010,Banks
SFE,4020,Diversified Financials
SFIX,2550,Retailing
SFL,1010,Energy
SFM,3010,Food & Staples Retailing
SFNC,4010,Banks
SFST,4010,Banks
SGA,5020,Media & Entertainment
SGC,2520,Consumer Durables & Apparel
SGEN,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SGH,4530,Semiconductors & Semiconductor Equipment
SGMO,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SGMS,2530,Consumer Services
SGRY,3510,Health Care Equipment & Services
SHAK,2530,Consumer Services
SHBI,4010,Banks
SHEN,5010,Telecommunication Services
SHO,6010,Real Estate
SHOO,2520,Consumer Durables & Apparel
SHSP,4510,Software & Services
SHW,1510,Materials
SI,4010,Banks
SIBN,3510,Health Care Equipment & Services
SIC,2530,Consumer Services
SIEB,4020,Diversified Financials
SIEN,3510,Health Care Equipment & Services
SIG,2550,Retailing
SIGA,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SIGI,4030,Insurance
SILK,3510,Health Care Equipment & Services
SIRI,5020,Media & Entertainment
SITC,6010,Real Estate
SITE,2010,Capital Goods
SITM,4530,Semiconductors & Semiconductor Equipment
SIVB,4010,Banks
SIX,2530,Consumer Services
SJI,5510,Utilities
SJM,3020,"Food, Beverage & Tobacco"
SJW,5510,Utilities
SKT,6010,Real Estate
SKX,2520,Consumer Durables & Apparel
SKY,2520,Consumer Durables & Apparel
SKYW,2030,Transportation
SLAB,4530,Semiconductors & Semiconductor Equipment
SLB,1010,Energy
SLCA,1010,Energy
SLCT,4010,Banks
SLDB,3520,"Pharmaceuticals, Biotechnology & Life Sciences"
SLG,6010,Real Estate
SLGN,1510,Materials
SLM,4020,Diversified Financials
SLP,3510,Health Care Equipment & Services
SM,1010,Energy
SMAR,4510,Software & Services
SMBC,4010,Banks
SMBK,4010,Banks
SMG,1510,Materials
SMHI,1010,Energy
SMMF,4010,Banks
SMP,2510,Automobiles & Components
SMPL,3020,"Food, Beverage & Tobacco"
SMTC,4530,Semiconductors & Semiconductor Equipment
SNA,2010,Capital Goods
SNBR,2550,Retailing
