symbol,name,mc,gics_subind
M,MACY'S INC,6930.42006969452,25503010
FOE,FERRO CORP,1412.00392320252,15101050
BDL,FLANIGANS ENTERPRISES INC,46.4662492275238,25301040
OPHT,OPHTHOTECH CORP,90.6255826238521,35201010
WTFC,WINTRUST FINANCIAL CORP,3625.92611181641,40101015
PAG,PENSKE AUTOMOTIVE GROUP INC,3696.30075315235,25504050
OHAI,OHA INVESTMENT CORP,30.4603086836587,40203010
CAR,AVIS BUDGET GROUP INC,1830.90007781982,20304020
ADMA,ADMA BIOLOGICS INC,49.6139467347393,35201010
BCOR,BLUCORA INC,895.334964752197,45101010
VOXX,VOXX INTERNATIONAL CORP,142.545891967804,25101010
NAKD,NAKED BRAND GROUP INC,14.1388682157242,25203010
PHX,PANHANDLE OIL & GAS INC,310.872942383274,10102020
WSTC,WEST CORP,1928.09045528015,20201060
HCN,WELLTOWER INC,26587.627810841,60101050
NBTB,N B T BANCORP INC,1564.34634708405,40101015
HAL,HALLIBURTON CO,40384.8615875244,10101020
CDZI,CADIZ INC,347.519046037411,55104010
SNV,SYNOVUS FINANCIAL CORP,5032.32700534058,40101015
COLB,COLUMBIA BANKING SYSTEM INC,2199.58653659821,40101015
AVIR,AVIRAGEN THERAPEUTICS INC,18.9381272759365,35201010
GV,GOLDFIELD CORP,105.623101849685,20103010
OCN,OCWEN FINANCIAL CORP,313.934469364602,40102010
AREX,APPROACH RESOURCES INC,245.834018110509,10102020
QTWO,Q2 HOLDINGS INC,1565.57251167297,45101010
LEE,LEE ENTERPRISES INC,110.436300498676,25401040
LPX,LOUISIANA-PACIFIC CORP,3278.08313924196,15105010
COF,CAPITAL ONE FINANCIAL CORP,38268.77992939,40202010
GTT,GTT COMMUNICATIONS INC,1185.24668491028,45101010
ALE,ALLETE INC,3519.57701683044,55101010
FAST,FASTENAL CO,12420.9921564674,20107010
NBLX,NOBLE MIDSTREAM PARTNERS LP,1462.43985421478,10102040
ECHO,ECHO GLOBAL LOGISTICS INC,522.486608505249,20301010
HST,HOST HOTELS & RESORTS INC,13316.9580669708,60101030
CSRA,CSRA INC,4672.86878623872,45102010
FBC,FLAGSTAR BANCORP INC,1640.58545305634,40102010
KONA,KONA GRILL INC,43.4241107175121,25301040
HBCP,HOME BANCORP INC,258.901144500732,40102010
WFC,WELLS FARGO & CO,261728.984637089,40101010
JNP,JUNIPER PHARMACEUTICALS INC,42.8337999746323,35202010
SBCP,SUNSHINE BANCORP INC,185.861686746597,40101015
NXST,NEXSTAR MEDIA GROUP,2686.04542115238,25401020
MYE,MYERS INDUSTRIES INC,497.412062984382,15103010
NANO,NANOMETRICS INC,684.93855067141,45301010
IPAR,INTER PARFUMS INC,1106.46790122986,30302010
KITE,KITE PHARMA INC,4073.39483544233,35201010
DNR,DENBURY RESOURCES INC,681.098056270712,10102020
ONS,ONCOBIOLOGICS INC,33.9809298100488,35201010
3GTHP,GUIDED THERAPEUTICS INC,0.153789496231407,35101010
CLCT,COLLECTORS UNIVERSE INC,223.024988174438,25302020
MDGL,MADRIGAL PHARMACEUTICALS INC,196.990372728109,35201010
TCB,TCF FINANCIAL CORP,2637.61968216705,40101015
CDW,CDW CORP,8927,45203030
ALL,ALLSTATE CORP,30922.8004455566,40301040
NCSM,NCS MULTISTAGE HLDG INC-REDH,778.056826929795,NULL
WMC,WESTERN ASSET MTG CAPITAL CP,418.35958286142,40204010
UBCP,UNITED BANCORP INC/OH,63.6337489843369,40101015
TBK,TRIUMPH BANCORP INC,380.562936206818,40101015
VIVE,VIVEVE MEDICAL INC,139.297394686344,35101010
CHH,CHOICE HOTELS INTL INC,3556.23901748657,25301020
CALX,CALIX INC,332.497739481634,45201020
CLAC,CAPITOL ACQUISITION CORP III,103.416392326355,NULL
MMDMU,NULL,152.025003433228,NULL
RCG,RENN FUND INC,5.66924204895076,NULL
AP,AMPCO-PITTSBURGH CORP,194.495353229904,15104050
EA,ELECTRONIC ARTS INC,32827.510093689,45103030
YUMA,YUMA ENERGY INC,25.0308064360547,10102020
OPHC,OPTIMUMBANK HOLDINGS INC,3.11630587601662,40101015
NVFY,NOVA LIFESTYLE INC,37.8364808873284,25201020
AME,AMETEK INC,13608.5979094799,20104010
SFE,SAFEGUARD SCIENTIFICS INC,223.937997817993,40203010
SHAK,SHAKE SHACK INC,1392.70032450391,25301040
COST,COSTCO WHOLESALE CORP,74936.0096813245,30101040
MSTR,MICROSTRATEGY INC,2106.81558751396,45103010
SPG,SIMON PROPERTY GROUP INC,48082.2605659058,60101070
RMTI,ROCKWELL MEDICAL INC,341.498566357172,35101010
FET,FORUM ENERGY TECH INC,1596.83299981279,10101020
VZ,VERIZON COMMUNICATIONS INC,183734.783494774,50101020
AE,ADAMS RESOURCES & ENERGY INC,168.957056535095,10102030
LFGR,LEAF GROUP LTD,162.054558016014,45101010
XONE,EXONE CO,227.050185472126,20106020
EXPO,EXPONENT INC,1539.32451725006,20202020
INUV,INUVO INC,33.9443108477381,45101010
BLD,TOPBUILD CORP,1914.63222331616,25201030
SCHN,SCHNITZER STEEL INDS  -CL A,511.093786223602,15104050
ENG,ENGLOBAL CORP,35.8374470264691,10101020
HOPE,HOPE BANCORP INC,2439.87404382324,40101015
TURN,180 DEGREE CPTL CORP,49.4436444222183,40203010
FMC,FMC CORP,9693.66989135183,15101030
FDX,FEDEX CORP,50461.671088486,20301010
DSW,DSW INC,1417.5824298645,25504010
TDOC,TELADOC INC,1551.96163951154,35102015
METC,RAMACO RESOURCES INC,246.484878250356,15104050
EMAN,EMAGIN CORP,79.1314744949341,45203020
CRS,CARPENTER TECHNOLOGY CORP,1644.79911988605,15104050
WDR,WADDELL&REED FINL INC  -CL A,1389.56942585335,40203010
CHDN,CHURCHILL DOWNS INC,2687.02510070801,25301010
COKE,COCA-COLA BTLNG CONS,1881.39535124257,30201030
VSH,VISHAY INTERTECHNOLOGY INC,2360.75409005099,45203015
WAFD,WASHINGTON FEDERAL INC,2853.10406588173,40102010
UAM,UNIVERSAL AMERICAN CORP,NULL,35102030
AZO,AUTOZONE INC,19186.1698813591,25504050
VDSI,VASCO DATA SEC INTL INC,560.762118301773,45103020
INO,INOVIO PHARMACEUTICALS INC,550.001029591331,35201010
CYTK,CYTOKINETICS INC,618.697085380554,35201010
SDT,SANDRIDGE MISSISSIPPIAN TR I,41.7200002670288,10102020
EE,EL PASO ELECTRIC CO,2092.15016918564,55101010
KCG,KCG HOLDINGS INC,1321.30029780121,40203020
FSFR,FIFTH STREET SR FLTG RATE CP,224.538536627769,40203010
SSNC,SS&C TECHNOLOGIES HLDGS INC,7449.1110339234,45103010
GUID,GUIDANCE SOFTWARE INC,220.728353548431,45103010
REED,REEDS INC,44.7431372634044,30201030
TGT,TARGET CORP,30799.0375994705,25503020
HCAP,HARVEST CAPITAL CREDIT CORP,83.2544708251953,40203010
Q,QUINTILES IMS HOLDINGS INC,18254.871941864,35203010
TRMR,TREMOR VIDEO INC,128.200602603243,45101010
FLOW,SPX FLOW INC,1590.28534303186,20106020
ARTX,AROTECH CORP,81.8707782354422,20101010
EPAY,BOTTOMLINE TECHNOLOGIES INC,937.358255833817,45103010
MMP,MAGELLAN MIDSTREAM PRTNRS LP,16830.5242427979,10102040
WFBI,WASHINGTONFIRST BANKSHARES,438.434922103882,40101015
DV,DEVRY EDUCATION GROUP INC,2251.11714887085,25302010
DIS,DISNEY (WALT) CO,170688.000488281,25401030
BTX,BIOTIME INC,338.122996575356,35201010
ABCB,AMERIS BANCORP,1631.81957832718,40101015
NDRO,ENDURO ROYALTY TRUST,107.25,10102020
FCE.A,FOREST CITY REALTY TRUST INC,5744.57487499516,60101010
TOL,TOLL BROTHERS INC,6089.09989487426,25201030
IT,GARTNER INC,9332.13490409078,45102010
FGL,FIDELITY & GUARANTY LIFE,1660.62477749634,40301020
OAK,OAKTREE CAPITAL GROUP LLC,6977.75915851322,40203010
GATX,GATX CORP,2243.95372023509,20107010
NK,NANTKWEST INC,308.084478378296,35201010
ED,CONSOLIDATED EDISON INC,24375.5994415283,55103010
MNRO,MONRO MUFFLER BRAKE INC,2031.54064846039,25504050
BSF,BEAR STATE FINANCIAL INC,338.833091373444,40102010
DLR,DIGITAL REALTY TRUST INC,18292.8439674312,60101080
RLI,RLI CORP,2392.40769329071,40301040
3COCP,COCRYSTAL PHARMA INC,178.507995605469,35202010
VRTU,VIRTUSA CORP,818.708849696035,45102010
ATHN,ATHENAHEALTH INC,5176.78619226837,35103010
GRA,GRACE (W R) & CO,4797.61803331866,15101050
OZM,OCH-ZIFF CAPITAL MGMT LLC,1054.59623469418,40203010
FH,FORM HOLDINGS CORP,29.5656124039288,45103010
CENTA,CENTRAL GARDEN & PET CO,1469.98130631871,30301010
NUS,NU SKIN ENTERPRISES  -CL A,2938.59504440308,30302010
SKX,SKECHERS U S A INC,3572.1862766922,25203020
JNPR,JUNIPER NETWORKS INC,11318.1750583649,45201020
MAIN,MAIN STREET CAPITAL CORP,2110.52248063363,40203010
FPI,FARMLAND PARTNERS INC,313.450677879591,60101080
ACSF,AMERICAN CAPITAL SR FLTG LTD,133.249998092651,40203010
KELYA,KELLY SERVICES INC  -CL A,919.091997955322,20202010
TIF,TIFFANY & CO,11450.2651519775,25504040
LVNTA,LIBERTY VENTURES,4336.54165649414,25502020
SLGN,SILGAN HOLDINGS INC,3380.20445316925,15103010
FSIC,FS INVESTMENT CORP,2213.62692577355,40203010
PAHC,PHIBRO ANIMAL HEALTH CORP,1361.14306201827,35202010
HRTG,HERITAGE INSURANCE HOLDINGS,349.437343036652,40301040
SWC,STILLWATER MINING CO,NULL,15104040
RMBS,RAMBUS INC,1345.21715573788,45301020
REN,RESOLUTE ENERGY CORP,907.867432777763,10102020
IPI,INTREPID POTASH INC,283.48949432373,15101030
CCUR,CONCURRENT COMPUTER CP,57.9511515102758,45202030
HOME,AT HOME GROUP INC,1101.08990195463,25504060
SMBK,SMARTFINANCIAL INC,184.993835638046,40101015
ODC,OIL DRI CORP AMERICA,258.24649320585,30301010
VKTX,VIKING THERAPEUTICS INC,29.189025647891,35201010
OGXI,ONCOGENEX PHARMACEUTICALS,10.5306213492901,35201010
DFFN,DIFFUSION PHARMACEUTICALS,33.1060490773029,35201010
CCO,CLEAR CHANNEL OUTDOOR HLDGS,1467.80989883846,25401010
PSMT,PRICESMART INC,2692.33182677734,30101040
CDTI,CLEAN DIESEL TECHNOLOGIES,50.564627982234,25101010
NYT,NEW YORK TIMES CO  -CL A,2721.65738507183,25401040
APFH,ADVANCEPIERRE FOODS HOLDINGS,3139.04751538544,30202030
ZDGE,ZEDGE INC,28.7242200019646,45103010
BWP,BOARDWALK PIPELINE PRTNRS-LP,4517.91480903626,10102040
NLY,ANNALY CAPITAL MANAGEMENT,11657.0327950788,40204010
OMNT,OMINTO INC,NULL,45101010
FRPT,FRESHPET INC,476.571601867676,30202030
STBZ,STATE BANK FINANCIAL CORP,988.075402965546,40101015
FNGN,FINANCIAL ENGINES INC,2488.26586786652,40203010
URGN,NULL,41.508,NULL
DGII,DIGI INTERNATIONAL INC,254.675620471462,45201020
ARWR,ARROWHEAD PHARMACEUTICALS,121.878526483669,35201010
LXRX,LEXICON PHARMACEUTICALS INC,1515.11040908203,35201010
QNST,QUINSTREET INC,167.533623034268,45101010
SYMC,SYMANTEC CORP,18379.319858551,45103020
HABT,HABIT RESTAURANTS INC (THE),492.951294718368,25301040
IBOC,INTL BANCSHARES CORP,2241.82040037918,40101015
THRM,GENTHERM INC,1331.37190818787,25101010
RICK,RCI HOSPITALITY HLDGS INC,194.379997253418,25301030
GEOS,GEOSPACE TECHNOLOGIES CORP,202.952610279301,10101020
NTGR,NETGEAR INC,1406.87963073124,45201020
ABM,ABM INDUSTRIES INC,2305.17701593862,20201050
PN,PATRIOT NATIONAL INC,78.9312605051994,40301010
HIFR,INFRAREIT INC,832.169968248454,60101080
AVGR,AVINGER INC,9.10381619177861,35101010
BYD,BOYD GAMING CORP,2803.55205167292,25301010
LCNB,LCNB CORP,207.7075,40101015
QVCA,LIBERTY INTERACTV CP QVC GRP,10546.282190925,25502020
SIX,SIX FLAGS ENTERTAINMENT CORP,5634.2075668071,25301030
BIOL,BIOLASE INC,80.51625257458,35101010
AVT,AVNET INC,4538.701029466,45203030
BHI,BAKER HUGHES INC,24337.3804550171,10101020
SMP,STANDARD MOTOR PRODS,1121.16721350507,25101010
FBNC,FIRST BANCORP/NC,695.496618816376,40101015
NVTA,INVITAE CORP,376.539406468277,35201010
HCKT,HACKETT GROUP INC,431.132912493791,45102010
VRA,VERA BRADLEY INC,287.208721924553,25203010
ACET,ACETO CORP,423.577334371948,35102010
MATX,MATSON INC,1252.95817536821,20303010
SKY,SKYLINE CORP,45.7322570531387,25201030
LMAT,LEMAITRE VASCULAR INC,556.583150642942,35101010
IPHS,INNOPHOS HOLDINGS INC,828.666770095726,15101050
VGZ,VISTA GOLD CORP,92.8053353516993,15104030
EVLV,EVINE LIVE INC,75.6230733854954,25502020
SGMS,SCIENTIFIC GAMES CORP,2026.7949641037,25301010
DRRX,DURECT CORP,171.779515761053,35202010
WMT,WAL-MART STORES INC,236341.922790527,30101040
ICCH,ICC HOLDING INC,57.5750026702881,40301040
ANH,ANWORTH MTG ASSET CORP,555.331418786125,40204010
CCI,CROWN CASTLE INTL CORP,35647.671301384,60101080
NLST,NETLIST INC,74.0832030170441,45203020
NGL,NGL ENERGY PARTNERS LP,1674.55783542317,10102040
EML,EASTERN CO,178.359560966492,20106020
CNAT,CONATUS PHARMACEUTICALS INC,142.887659880444,35201010
AOBC,AMERICAN OUTDOOR BRANDS CORP,1255.05347542858,25202010
STON,STONEMOR PARTNERS LP,320.571776523389,25302020
MSBF,MSB FINANCIAL CORP,97.6794456291199,40102010
AMID,AMERICAN MIDSTREAM PRTNRS LP,685.378923156357,10102040
HTBX,HEAT BIOLOGICS INC,23.312949123517,35201010
PSXP,PHILLIPS 66 PARTNERS LP,5667.58216208103,10102040
CCS,CENTURY COMMUNITIES INC,576.228038040626,25201030
NHI,NATIONAL HEALTH INVESTORS,3124.23364445419,60101050
AVB,AVALONBAY COMMUNITIES INC,26435.7382795939,60101060
IZEA,IZEA INC,15.3114299140406,45101010
VLY,VALLEY NATIONAL BANCORP,3013.07566012955,40101015
CLRB,CELLECTAR BIOSCIENCES INC,23.2826342479357,35201010
DFS,DISCOVER FINANCIAL SVCS,22665.8260932617,40202010
EZPW,EZCORP INC  -CL A,458.76816171797,40202010
GLPI,GAMING & LEISURE PPTYS,7499.18881300371,60101080
RILY,B. RILEY FINANCIAL INC,271.263503323938,40203020
EXA,EXA CORP,190.791255124406,45103010
ANGI,ANGIE'S LIST INC,684.186535938345,45101010
GBX,GREENBRIER COMPANIES INC,1233.98000509262,20106010
BABY,NATUS MEDICAL INC,1121.36154911577,35101010
REXX,REX ENERGY CORP,37.5302352026964,10102020
TESS,TESSCO TECHNOLOGIES INC,121.125834860763,45201020
OTEL,OTELCO INC,22.59225,50101020
APEI,AMERICAN PUBLIC EDUCATION,363.619189364243,25302010
KPTI,KARYOPHARM THERAPEUTICS INC,410.642154293491,35201010
DYN,DYNEGY INC,NULL,55105010
YEXT,YEXT INC- REDH,1130.16460282803,45101010
CHFN,CHARTER FINANCIAL CORP/MD,281.490098043442,40102010
ZUMZ,ZUMIEZ INC,380.411245346069,25504010
LANC,LANCASTER COLONY CORP,3291.20180755774,30202030
TWOU,2U INC,1988.5550994873,45101010
CORI,CORIUM INTERNATIONAL INC,201.702805636624,35202010
KTWO,K2M GROUP HOLDINGS INC,940.498654768562,35101010
CVTI,COVENANT TRANSPORTATION GRP,303.147249396956,20304020
BWEN,BROADWIND ENERGY INC,78.6541850566864,20104020
LM,LEGG MASON INC,3674.30147019958,40203010
AMTD,TD AMERITRADE HOLDING CORP,19298.399597168,40203020
INSY,INSYS THERAPEUTICS INC,879.800540139237,35201010
MEI,METHODE ELECTRONICS INC,1418.15039116875,45203020
MSEX,MIDDLESEX WATER CO,537.835997364044,55104010
OCX,ONCOCYTE CORP,173.265306221676,35201010
MKC,MCCORMICK & CO INC,12481.5613871329,30202030
USAP,UNVL STAINLESS & ALLOY PRODS,122.9371933008,15104050
ILG,ILG INC,3328.02582403453,25301020
FNFV,FIDELITY FINL FNFV GROUP,886.44002532959,40201030
OCUL,OCULAR THERAPEUTIX INC,300.918270517559,35202010
NFG,NATIONAL FUEL GAS CO,4727.21365880966,55102010
ISTR,INVESTAR HOLDING CORP,198.575293281555,40101015
SBPH,SPRING BANK PHARMACEUTICALS,111.208509619948,35201010
SRT,STARTEK INC,165.505362802705,45102020
NKE,NIKE INC,85375.3605041504,25203020
HQY,HEALTHEQUITY INC,2654.20406874939,35102030
EGY,VAALCO ENERGY INC,64.4509821556044,10102020
OTIC,OTONOMY INC,419.059461119461,35201010
PDCE,PDC ENERGY INC,3452.57434844971,10102020
CIVB,CIVISTA BANCSHARES INC,205.39575,40101015
ELF,E.L.F. BEAUTY INC,1152.2777544221,30302010
QSII,QUALITY SYSTEMS INC,879.112959103622,35103010
SXCP,SUNCOKE ENERGY PARTNERS LP,723.351896774075,15104050
ORLY,O'REILLY AUTOMOTIVE INC,22810.1266586964,25504050
NRCIA,NATIONAL RESEARCH CORP,577.256707939159,35102015
ALT,NULL,NULL,NULL
3NEPH,NEPHROS INC,14.0817422660775,35101010
KAACU,KAYNE ANDRSN ACQ C,376.189137501708,NULL
ATRO,ASTRONICS CORP,868.193544081456,20101010
OPK,OPKO HEALTH INC,3689.47326211823,35201010
WK,WORKIVA INC,716.856739928204,45103010
CFFI,C&F FINANCIAL CORP,164.9675,40101015
FCFP,FIRST CMNTY FINL PARTNERS,225.742496609688,40101015
GFN,GENERAL FINANCE CORP/DE,126.915312660349,20107010
TR,TOOTSIE ROLL INDUSTRIES INC,2219.94493484497,30202030
WPC,W P CAREY INC,6787.94899970503,60101010
SBR,SABINE ROYALTY TRUST,543.080805063248,10102020
PCO,PENDRELL CORP,154.24790625921,20202020
SMMF,SUMMIT FINANCIAL GROUP INC,232.95250082016,40101015
EQIX,EQUINIX INC,33171.7532547545,60101080
TRC,TEJON RANCH CO,435.885483765291,60102010
MSFG,MAINSOURCE FINL GROUP INC,789.398086837769,40101015
ESE,ESCO TECHNOLOGIES INC,1437.92467151361,20106020
LIVE,LIVE VENTURES INC,22.0418219373917,25201020
RBCAA,REPUBLIC BANCORP INC/KY,718.558115913391,40101015
EPD,ENTERPRISE PRODS PRTNRS  -LP,56635.6124030426,10102040
TPX,TEMPUR SEALY INTL INC,2470.12073345482,25201020
NVIV,INVIVO THERAPEUTICS HLDGS CO,72.2776279449463,35101010
JPM,JPMORGAN CHASE & CO,298293.420587311,40101010
VRML,VERMILLION INC,102.643327449814,35101010
CLX,CLOROX CO/DE,16836.7775451816,30301010
AVA,AVISTA CORP,2675.88224842072,55103010
WSBC,WESBANCO INC,1682.96041024017,40101015
FENX,FENIX PARTS INC,15.8595824047364,25501010
REGN,REGENERON PHARMACEUTICALS,48598.1009609518,35201010
PCSB,PCSB FINANCIAL CORP,376.552890594482,40102010
THR,THERMON GROUP HOLDINGS INC,661.622363811621,20104010
AMAG,AMAG PHARMACEUTICALS INC,663.073734283447,35201010
AGIO,AGIOS PHARMACEUTICALS,2201.79169970161,35201010
WPT,WORLD POINT TERMINALS,559.86782615455,10102040
NYLD,NRG YIELD INC,3124.88247354311,55105010
AIMC,ALTRA INDUSTRIAL MOTION CORP,1195.63827753067,20106020
NSTG,NANOSTRING TECHNOLOGIES INC,392.263563584747,35203010
REXR,REXFORD INDUS REALTY,1715.74894925089,60101020
BIVV,BIOVERATIV INC,5818.63376826423,35201010
GBL,GAMCO INVESTORS INC,850.988023243171,40203010
BUSE,FIRST BUSEY CORP,1101.01600501251,40101015
ELY,CALLAWAY GOLF CO,1182.68631968078,25202010
GWR,GENESEE & WYOMING INC  -CL A,3916.36921960971,20304010
ACAD,ACADIA PHARMACEUTICALS INC,3331.46051598298,35201010
GOOGL,ALPHABET INC,657848.626617432,45101010
LGIH,LGI HOMES INC,691.195495605469,25201030
SBNY,SIGNATURE BANK/NY,7655.81819801331,40101015
CDXC,CHROMADEX CORP,117.166767718673,35203010
FUL,FULLER (H. B.) CO,2515.94976103026,15101050
GPC,GENUINE PARTS CO,13508.6614660553,25501010
KBH,KB HOME,1789.88943360746,25201030
ARQL,ARQULE INC,86.7988525909404,35201010
IMI,INTERMOLECULAR INC,42.1363718407679,45301020
MCEP,MID-CON ENERGY PARTNERS -LP,60.7879419724045,10102020
CMTL,COMTECH TELECOMMUN,324.091483052023,45201020
WST,WEST PHARMACEUTICAL SVSC INC,6997.88798968506,35101020
WMB,WILLIAMS COS INC,24697.399684906,10102040
DAKT,DAKTRONICS INC,394.411739717798,45203010
SYKE,SYKES ENTERPRISES INC,1382.40289550018,45102020
MPWR,MONOLITHIC POWER SYSTEMS INC,3869.45529661071,45301020
HOV,HOVNANIAN ENTRPRS INC  -CL A,344.824852464204,25201030
HBAN,HUNTINGTON BANCSHARES,13589,40101015
RDNT,RADNET INC,351.766122395147,35102015
PBF,PBF ENERGY INC,2332.63287719776,10102030
TRIP,TRIPADVISOR INC,6298.61951122619,25502020
AEGN,AEGION CORP,646.221264905616,20103010
EQS,EQUUS TOTAL RETURN INC,36.1208981824875,40203010
GBNK,GUARANTY BANCORP,708.40537166214,40101015
SBAC,SBA COMMUNICATIONS CORP,16005.7915649414,60101080
GGG,GRACO INC,6121.27481049835,20106020
GTN,GRAY TELEVISION INC,892.369396209717,25401020
LAKE,LAKELAND INDUSTRIES INC,78.0855286121368,25203010
LKFN,LAKELAND FINANCIAL CORP,1090.28448580933,40101015
ANF,ABERCROMBIE & FITCH  -CL A,851.040549062272,25504010
AAXN,AXON ENTERPRISE INC,1269.07913512973,20101010
BPL,BUCKEYE PARTNERS LP,9211.52080162545,10102040
AKAO,ACHAOGEN INC,913.363662179734,35202010
SSYS,STRATASYS LTD,1474.41840033852,45202030
WR,WESTAR ENERGY INC,7342.46092492676,55101010
NHLD,NATIONAL HOLDINGS CORP,33.6209400936223,40203020
FUN,CEDAR FAIR  -LP,3919.08698154846,25301030
UVSP,UNIVEST CORP OF PENNSYLVANIA,752.7495,40101015
CADE,CADENCE BANCORPORATION,1779.524974823,40101015
HUSA,HOUSTON AMERN ENERGY CORP,20.2545694130617,10102020
LAWS,LAWSON PRODUCTS,170.531120616295,20107010
LOW,LOWE'S COMPANIES INC,72787.3026428223,25504030
SMG,SCOTTS MIRACLE-GRO CO,5204.86797587585,15101030
V,VISA INC,211559.697814789,45102020
MSDI,MONSTER DIGITAL INC,4.82670615093713,45202030
KNL,KNOLL INC,1088.94929498291,20201060
OSTK,OVERSTOCK.COM INC,363.211645214653,25502020
VRS,VERSO CORP,NULL,15105020
MXWL,MAXWELL TECHNOLOGIES INC,181.269105781212,45203020
DNOW,NOW INC,1891.72309496527,20107010
COT,COTT CORP QUE,1751.55773734587,30201030
MYOK,MYOKARDIA INC,427.377303857727,35202010
WSBF,WATERSTONE FINANCIAL INC,546.31602753067,40102010
OII,OCEANEERING INTERNATIONAL,2537.04505546298,10101020
BHBK,BLUE HILLS BANCORP INC,492.844310245514,40101015
AMPH,AMPHASTAR PHARMACEUTICLS INC,714.650648681305,35202010
DOOR,MASONITE INTERNATIONAL CORP,2219.24719771066,20102010
HRI,HERC HOLDINGS INC,990.782925788881,20107010
NWL,NEWELL BRANDS INC,25058.3968005829,25201050
SPKE,SPARK ENERGY INC,656.060721594185,55101010
KIRK,KIRKLAND'S INC,158.589205573901,25504060
EROS,EROS INTERNATIONAL PLC,649.042721050606,25401030
PPL,PPL CORP,26478.1670793495,55101010
PEP,PEPSICO INC,163062.898254395,30201030
NBEV,NEW AGE BEVERAGES CORP,132.870377786636,30201030
QCP,QUALITY CARE PROPERTIES INC,1615.49319799748,60101050
WYNN,WYNN RESORTS LTD,12515.553482084,25301010
NDAQ,NASDAQ INC,11023.3506164001,40203040
SITO,SITO MOBILE LTD,90.3761832792989,45103010
USDP,USD PARTNERS LP,312.695974575756,10102040
INTU,INTUIT INC,32038.6524627716,45103010
PRAA,PRA GROUP INC,1699.66729898224,40202010
PMT,PENNYMAC MORTGAGE INVEST TR,1185.45542352801,40204010
H,HYATT HOTELS CORP,7266.71229468775,25301020
GGP,GGP INC,19761.5413729213,60101070
RCL,ROYAL CARIBBEAN CRUISES LTD,22577.0377104688,25301020
AMRB,AMERICAN RIVER BANKSHARES,90.5311795005798,40101015
VTNR,VERTEX ENERGY INC,31.5061198453732,10102030
COWN,COWEN GROUP INC,398.762371182438,40203020
RAVN,RAVEN INDUSTRIES INC,1136.39400672913,20105010
PRTO,PROTEON THERAPEUTICS INC,22.6409455483215,35201010
FBMS,FIRST BANCSHARES INC/MS,254.660403488159,40101015
FARO,FARO TECHNOLOGIES INC,588.393719673157,45203010
FCCY,1ST CONSTITUTION BANCORP,137.261703062057,40101015
WAB,WABTEC CORP,7615.12078819424,20106010
TWO,TWO HARBORS INVESTMENT CORP,3471.68453122844,40204010
TRNO,TERRENO REALTY CORP,1581.54192370414,60101020
LPG,DORIAN LPG LTD,468.871318177364,10102040
CLDR,CLOUDERA INC-REDH,767.337293289184,NULL
MPACU,MATLIN & PARTNERS ACQ UT,88.5377955627441,NULL
NEOT,NEOTHETICS INC,31.8130241474271,35201010
SBBX,SUSSEX BANCORP,118.907251825333,40101015
SQBG,SEQUENTIAL BRANDS GROUP INC,201.588101148428,25203010
ENV,ENVESTNET INC,1525.92977804467,45101010
ALOG,ANALOGIC CORP,911.215961456299,35101010
HSTM,HEALTHSTREAM INC,896.614395141602,35103010
COLL,COLLEGIUM PHARMACEUTICAL INC,259.235341922486,35202010
NYCB,NEW YORK CMNTY BANCORP INC,6302.61722786903,40102010
CMCO,COLUMBUS MCKINNON CORP,483.096065710211,20106020
PANW,PALO ALTO NETWORKS INC,10461.3199157715,45201020
CLDT,CHATHAM LODGING TRUST,731.570650747177,60101030
AMRS,AMYRIS INC,85.1536266689436,10102030
APPS,DIGITAL TURBINE INC,78.6043525850655,45103010
UNB,UNION BANKSHARES INC,183.834403404236,40101015
BHLB,BERKSHIRE HILLS BANCORP INC,1275.52532725906,40101015
REX,REX AMERICAN RESOURCES CORP,647.045825229339,10102030
RGR,STURM RUGER & CO INC,1109.31485010967,25202010
CHCO,CITY HOLDING CO,1024.15604573059,40101015
PRXL,PAREXEL INTERNATIONAL CORP,4014.42607588196,35203010
LLL,L3 TECHNOLOGIES INC,12517.0648936206,20101010
SNX,SYNNEX CORP,4160.56037778442,45203030
TGTX,TG THERAPEUTICS INC,747.881627888652,35201010
AMKR,AMKOR TECHNOLOGY INC,2587.69226481888,45301010
ILMN,ILLUMINA INC,25679.9399108887,35203010
WYN,WYNDHAM WORLDWIDE CORP,9967.49089146906,25301020
SGLB,SIGMA LABS INC,10.3286518805485,20101010
ESCA,ESCALADE INC,170.71179624728,25202010
EXAR,EXAR CORP,NULL,45301020
BKMU,BANK MUTUAL CORP,422.537591239929,40102010
YTEN,YIELD10 BIOSCIENCE INC,12.7811109971706,15101050
AFH,ATLAS FINANCIAL HOLDINGS INC,174.3335,40301040
BOBE,BOB EVANS FARMS,1392.13288040497,25301040
TISI,TEAM INC,718.539363790478,20201050
UCFC,UNITED COMMUNITY FINL CORP,401.03863483429,40102010
IMUC,IMMUNOCELLULAR THERAPEUTICS,3.96644190671253,35201010
TYL,TYLER TECHNOLOGIES INC,6158.95469314978,45103010
UNF,UNIFIRST CORP,2792.54016825333,20201070
AHH,ARMADA HOFFLER PROPERTIES,489.6800188421,60101010
BW,BABCOCK & WILCOX ENTERPRISES,453.169504165649,20104020
APPF,APPFOLIO INC,945.408797130585,45101010
CETX,CEMTREX INC,37.2805836133043,20201050
